row_label_raw,row_label_full,col_0,Số đầu năm(dã được trìnhbảy trước đây),Phân loại lại,VND > Số đầu năm(được trìnhbảy lại),numeric__Số đầu năm(dã được trìnhbảy trước đây),numeric__Phân loại lại,numeric__VND > Số đầu năm(được trìnhbảy lại)
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,,,
Người mua trả tiền trước ngắn hạn,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,3.595.954.762,(431.809.106),3.164.145.656,3595954762.0,-431809106.0,3164145656.0
Chi phí phải trả ngắn hạn,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,1.231.386.531,397.103.920,1.628.490.451,1231386531.0,397103920.0,1628490451.0
Doanh thu chưa thực hiện ngắn hạn,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,13.984.482,300.140.104,314.124.586,13984482.0,300140104.0,314124586.0
Phải trả ngắn hạn khác,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,3.755.607.293,(397.103.920),3.358.503.373,3755607293.0,-397103920.0,3358503373.0
Chi phí phải trả dài hạn,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,987.071.192,332.106.423,1.319.177.615,987071192.0,332106423.0,1319177615.0
Doanh thu chưa thực hiện dài hạn,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,-,131.669.002,131.669.002,,131669002.0,131669002.0
Phải trả dài hạn khác,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > Phải trả dài hạn khác,Phải trả dài hạn khác,1.269.645.155,(332.106.423),937.538.732,1269645155.0,-332106423.0,937538732.0
