row_label_raw,row_label_full,Tên ngân hàng,Số tiền (Ngân VND),Thời hạn thanh toán và ngày đáo hạn,Lãi suất (%/năm),"Tài sản thế chấp (TM số 11, 12, 13 và 14)",numeric__Số tiền (Ngân VND),numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất (%/năm),"numeric__Tài sản thế chấp (TM số 11, 12, 13 và 14)"
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,
Khoản vay 1,"BIDV, Chi nhánh Gia Lai > Khoản vay 1",Khoản vay 1,734.927.398,Từ ngày 31 tháng 12 năm 2019 đến ngày 31 tháng 12 năm 2026,"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 4,70 (2018: 7,20)","Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha và Huyện Phu Vong,Tỉnh Attapeu, Lào thuộc sở hữu của Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu.",734927398.0,,,
Khoản vay 2,"BIDV, Chi nhánh Gia Lai > Khoản vay 2",Khoản vay 2,577.088.948,Từ ngày 1 tháng 6 năm 2019 đến ngày 28 tháng 12 năm 2019,"8,20 - 11,60 (khoản vay VND)8,20 - 8,80 (khoản vay USD)","2 tầng thuộc khu thương mại tại Tổ hợp chung cư - Thương mại Bầu Thạc Gián, Thành phố Đà Nẵng, Việt Nam thuộc sở hữu của Công ty; 7 xe ô tô thuộc sở hữu của Công ty; 3.310.000 cổ phiếu HNG thuộc sở hữu của Công ty; 10.000.000 cổ phiếu HNG thuộc sở hữu của Công ty; Khách sạn Hoàng Anh Gia Lai thuộc sở hữu của Công ty; Quyền sử dụng và khai thác 1.194,74 ha cao su tại Xã Pờ Tó, Huyện la Pa, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của Công ty Cổ phần Cao su Trung Nguyên.",577088948.0,,,
Khoản vay 3,"BIDV, Chi nhánh Gia Lai > Khoản vay 3",Khoản vay 3,553.056.660,Từ ngày 17 tháng 3 năm 2019 đến ngày 21 tháng 12 năm 2019,"9,30 - 11,60 (khoản vay VND)7,70 - 7,82 (khoản vay USD)","7 xe ô tô thuộc sở hữu của Công ty; 1 xe ô tô thuộc sở hữu của DHA; 3.310.000 cổ phiếu HNG thuộc sở hữu của Công ty; Quyền sử dụng và khai thác 1.194,74 ha cao su tại Xã Pờ Tó, Huyện la pa,Tĩnh Gia Lai, Việt Nam thuộc sở hữu của Công ty Cổ phần Cao su Trung Nguyên; Khu liên hợp học viện bóng đá Hoàng Anh Gia Lai; Công trình Bệnh viên Đại học Y Dược HAGL.",553056660.0,,,
