row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm(Ngàn VND),Thời hạn thanh toán vàngày đáo hạn,Lãi suất(%/năm),"Tài sản thế chấp(TM số 11, 12, 13 và 14)",numeric__Số cuối năm(Ngàn VND),numeric__Thời hạn thanh toán vàngày đáo hạn,numeric__Lãi suất(%/năm),"numeric__Tài sản thế chấp(TM số 11, 12, 13 và 14)"
"Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu","Ngân hàng Lào - Việt, Chi nhánh Attapeu",,,,
Khoản vay 1 (*),"Ngân hàng Lào - Việt, Chi nhánh Attapeu > Khoản vay 1 (*)",Khoản vay 1 (*),348.901.858,Từ ngày 25 tháng 8 năm 2019đến ngày 25 tháng 8 năm 2022,"10,00","Trụ sở làm việc của Công ty TNHH Phát triển Nông nghiệpHoàng Anh Attapeu tại Km 31, Bản Hatxan, Huyện Xaysettha,Tĩnh Attapeu, Lào theo bản đồ đất số 17 001 0008;Diện tích đất 0,3 ha của Nhà máy chế biến mũ cao su tại HuyệnXaysettha, Tĩnh Attapeu, Lào vàToàn bộ đàn bò (14.219 con) nhập về của Công ty TNHH Pháttriển Nông nghiệp Hoàng Anh Attapeu.",348901858.0,,10.0,
Khoản vay 2 (**),"Ngân hàng Lào - Việt, Chi nhánh Attapeu > Khoản vay 2 (**)",Khoản vay 2 (**),278.600.243,Từ ngày 25 tháng 12 năm 2019đến ngày 25 tháng 12 năm 2026,"LAK: 12,75USD: 10,00","Quyền sử dụng và khai thác rừng trồng 4.733,01 ha cao su và3.155,79 ha cơ đầu tại Tĩnh Attapeu, Lào của Công ty TNHHPhát triển Nông nghiệp Hoàng Anh Attapeu.",278600243.0,,,
Khoản vay 3,"Ngân hàng Lào - Việt, Chi nhánh Attapeu > Khoản vay 3",Khoản vay 3,127.590.496,Từ ngày 1 tháng 8 năm 2019đến ngày 30 tháng 8 năm 2020,"10,00","Toàn bộ công trình xây dựng, các loại máy móc thiết bị gắn liềnvới công trình thủy điện Nậm Kông 3 hình thành sau đầu tư tạiHuyện Phu Vông, Tĩnh Attapeu, Lào.",127590496.0,,10.0,
"(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.","(*) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, Tập đoàn đã thanh lý toàn bộ số bò, theo đó, Tập đoàn không đảmbảo đủ số lượng bò nhập 14.219 con theo quy định của Hợp đồng Tín dụng này.",,,,
"(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.","(**) Vào ngày 31 tháng 12 năm 2018 và vào ngày lập báo cáo tài chính hợp nhất này, diện tích cọ dầu của Tập đoàn thực tế là 2.850,27 ha, chưa tuân thủtheo cam kết trong hợp đồng tín dụng là 3.155,79 ha.",,,,
