row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,656.027.274,756.477.238,656027274.0,756477238.0
Lãi cho vay các công ty,Lãi cho vay các công ty,Lãi cho vay các công ty,227.438.092,496.345.797,227438092.0,496345797.0
Cho các công ty mượn,Cho các công ty mượn,Cho các công ty mượn,226.611.576,51.053.406,226611576.0,51053406.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,163.893.229,96.402.593,163893229.0,96402593.0
Các khoản ký quỹ ngắn hạn,Các khoản ký quỹ ngắn hạn,Các khoản ký quỹ ngắn hạn,3.000.000,42.532.151,3000000.0,42532151.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,35.084.377,70.143.291,35084377.0,70143291.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên liên quan (TM số 34.2),Trong đó: > Phải thu ngắn hạn các bên liên quan (TM số 34.2),Phải thu ngắn hạn các bên liên quan (TM số 34.2),457.258.949,558.864.605,457258949.0,558864605.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,198.768.325,197.612.633,198768325.0,197612633.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,342.673.458,935.439.558,342673458.0,935439558.0
Lãi cho vay các công ty,Trong đó: > Lãi cho vay các công ty,Lãi cho vay các công ty,329.230.801,548.843.689,329230801.0,548843689.0
Các khoản ký quỹ dài hạn,Trong đó: > Các khoản ký quỹ dài hạn,Các khoản ký quỹ dài hạn,9.931.481,12.838.699,9931481.0,12838699.0
Cho mượn các công ty,Trong đó: > Cho mượn các công ty,Cho mượn các công ty,-,248.004.789,,248004789.0
Phải thu Hợp đồng hợp tác kinh doanh,Trong đó: > Phải thu Hợp đồng hợp tác kinh doanh,Phải thu Hợp đồng hợp tác kinh doanh,-,125.750.981,,125750981.0
Phải thu dài hạn khác,Trong đó: > Phải thu dài hạn khác,Phải thu dài hạn khác,3.511.176,1.400,3511176.0,1400.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu dài hạn các bên liên quan (TM số 34.2),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 34.2),Phải thu dài hạn các bên liên quan (TM số 34.2),329.540.303,890.477.069,329540303.0,890477069.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,13.133.155,44.962.489,13133155.0,44962489.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,998.700.732,1.691.916.796,998700732.0,1691916796.0
