row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,31.300.554.930,35.274.154.978,,,31300554930.0,35274154978.0
310,310,310,I. Nợ ngắn hạn,,13.136.735.456,12.246.677.269,,,13136735456.0,12246677269.0
311,311,311,1. Phải trả người bán ngắn hạn,19,473.908.598,970.327.536,,19.0,473908598.0,970327536.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,2.411.088.952,3.164.145.656,,20.0,2411088952.0,3164145656.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,57.716.523,198.214.334,,21.0,57716523.0,198214334.0
314,314,314,4. Phải trả người lao động,,67.209.973,83.448.891,,,67209973.0,83448891.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,2.045.910.162,1.628.490.451,,22.0,2045910162.0,1628490451.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,228.667,314.124.586,,,228667.0,314124586.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.130.795.710,3.358.503.373,,23.0,1130795710.0,3358503373.0
320,320,320,8. Vay ngắn hạn,24,6.949.803.327,2.528.863.856,,24.0,6949803327.0,2528863856.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,73.544,558.586,,,73544.0,558586.0
330,330,330,II. Nợ dài hạn,,18.163.819.474,23.027.477.709,,,18163819474.0,23027477709.0
333,333,333,1. Chi phí phải trả dài hạn,22,2.029.868.704,1.319.177.615,,22.0,2029868704.0,1319177615.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,-,131.669.002,,,,131669002.0
337,337,337,3. Phải trả dài hạn khác,23,980.019.908,937.538.732,,23.0,980019908.0,937538732.0
338,338,338,4. Vay dài hạn,24,14.803.739.630,20.296.209.849,,24.0,14803739630.0,20296209849.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,33.2,344.457.866,336.941.517,,332.0,344457866.0,336941517.0
342,342,342,6. Dự phòng phải trả dài hạn,,5.733.366,5.940.994,,,5733366.0,5940994.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,16.810.886.686,17.787.972.678,,,16810886686.0,17787972678.0
410,410,410,I. Vốn chủ sở hữu,,16.810.886.686,17.787.972.678,,,16810886686.0,17787972678.0
411,411,411,1. Vốn cổ phần,25.1,9.274.679.470,9.274.679.470,,251.0,9274679470.0,9274679470.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.274.679.470,9.274.679.470,,,9274679470.0,9274679470.0
412,412,412,2. Thặng dư vốn cổ phần,25.1,3.263.858.784,3.263.858.784,,251.0,3263858784.0,3263858784.0
415,415,415,3. Cổ phiếu quỹ,25.1,(686.640),(686.640),,251.0,-686640.0,-686640.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,25.1,485.237.344,453.812.960,,251.0,485237344.0,453812960.0
418,418,418,5. Quỹ đầu tư phát triển,25.1,280.644.763,279.895.303,,251.0,280644763.0,279895303.0
421,421,421,6. (Lỗ lũy kế) lợi nhuận sau thuế chưa phân phối,25.1,(36.434.976),702.809.115,,251.0,-36434976.0,702809115.0
421a,421a,421a,- (Lỗ lũy kế) lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,(153.941.745),633.221.103,,,-153941745.0,633221103.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối trong năm,,117.506.769,69.588.012,,,117506769.0,69588012.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,26,3.543.587.941,3.813.603.686,,26.0,3543587941.0,3813603686.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,48.111.441.616,53.062.127.656,,,48111441616.0,53062127656.0
