row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu (%),numeric__Tên công ty con_1,numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu (%)
Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),Lĩnh vực nông nghiệp (tiếp theo),,,,
(12),Lĩnh vực nông nghiệp (tiếp theo) > (12),(12),Công ty TNHH Hoàng Anh Oyadav,"Ratanakiri, Campuchia",Trước hoạt động,"63,33",,,,63.33
(13),Lĩnh vực nông nghiệp (tiếp theo) > (13),(13),Công ty TNHH Heng Brothers,"Ratanakiri, Campuchia",Đang hoạt động,"63,33",,,,63.33
(14),Lĩnh vực nông nghiệp (tiếp theo) > (14),(14),Công ty TNHH CRD,"Ratanakiri, Campuchia",Trước hoạt động,"63,33",,,,63.33
(15),Lĩnh vực nông nghiệp (tiếp theo) > (15),(15),Công ty TNHH Hoàng Anh Rattanakiri,"Ratanakiri, Campuchia",Trước hoạt động,"63,33",,,,63.33
(16),Lĩnh vực nông nghiệp (tiếp theo) > (16),(16),Công ty Cổ phần Bò sữa Tây Nguyên,"Gia Lai, Việt Nam",Đang hoạt động,"62,70",,,,62.7
(17),Lĩnh vực nông nghiệp (tiếp theo) > (17),(17),Công ty Cổ phần An Đông Mia,"Gia Lai, Việt Nam",Đang hoạt động,"63,33",,,,63.33
(18),Lĩnh vực nông nghiệp (tiếp theo) > (18),(18),Công ty TNHH MTV Hoàng Anh Lymphat,"Ratanakiri, Campuchia",Đang hoạt động,"63,33",,,,63.33
(19),Lĩnh vực nông nghiệp (tiếp theo) > (19),(19),Công ty Cổ phần Đông Pênh,"Gia Lai, Việt Nam",Đang hoạt động,"63,27",,,,63.27
(20),Lĩnh vực nông nghiệp (tiếp theo) > (20),(20),Công ty TNHH MTV Daun Penh Agrico,"Ratanakiri, Campuchia",Đang hoạt động,"63,27",,,,63.27
(21),Lĩnh vực nông nghiệp (tiếp theo) > (21),(21),Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,"Hồ Chí Minh, Việt Nam",Đang hoạt động,"63,33",,,,63.33
(22),Lĩnh vực nông nghiệp (tiếp theo) > (22),(22),Công ty TNHH Đầu tư Cao su Đông Âu,"Hồ Chí Minh, Việt Nam",Đang hoạt động,"63,33",,,,63.33
(23),Lĩnh vực nông nghiệp (tiếp theo) > (23),(23),Công ty TNHH Cao su Eastern (Cambodia),"Kratie, Campuchia",Trước hoạt động,"63,33",,,,63.33
(24),Lĩnh vực nông nghiệp (tiếp theo) > (24),(24),Công ty TNHH Bình Phước Kratie 2,"Kratie, Campuchia",Đang hoạt động,"63,33",,,,63.33
(25),Lĩnh vực nông nghiệp (tiếp theo) > (25),(25),Công ty TNHH Sovann Vuthy,"Kratie, Campuchia",Đang hoạt động,"63,33",,,,63.33
(26),Lĩnh vực nông nghiệp (tiếp theo) > (26),(26),Công ty Cổ phần Cao su Trung Nguyên,"Gia Lai, Việt Nam",Đang hoạt động,"63,28",,,,63.28
(27),Lĩnh vực nông nghiệp (tiếp theo) > (27),(27),Công ty Cổ phần Hưng Thắng Lợi Gia Lai,"Gia Lai, Việt Nam",Đang hoạt động,"98,00",,,,98.0
(28),Lĩnh vực nông nghiệp (tiếp theo) > (28),(28),Công ty TNHH Phát triển MTV Nông nghiệp Đại Thắng,"Champasak, Lào",Đang hoạt động,"98,00",,,,98.0
