row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,5.388.200.400,4.841.225.074,,281.0,5388200400.0,4841225074.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,29,(3.013.495.226),(3.109.682.997),,29.0,-3013495226.0,-3109682997.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.374.705.174,1.731.542.077,,,2374705174.0,1731542077.0
21,21,21,4. Doanh thu hoạt động tài chính,28.2,1.404.799.179,1.665.916.448,,282.0,1404799179.0,1665916448.0
22,22,22,5. Chi phí tài chính,30,(1.721.684.164),(1.697.932.438),,30.0,-1721684164.0,-1697932438.0
23,23,23,- Trong đó: Chi phí lãi vay,,(1.532.928.450),(1.585.315.746),,,-1532928450.0,-1585315746.0
24,24,24,6. Phần lãi (lỗ) trong công ty liên kết,,64.840.488,(18.433.513),,,64840488.0,-18433513.0
25,25,25,7. Chi phí bán hàng,31,(192.446.215),(143.923.122),,31.0,-192446215.0,-143923122.0
26,26,26,8. Chi phí quản lý doanh nghiệp,31,(989.336.089),(707.548.329),,31.0,-989336089.0,-707548329.0
30,30,30,9. Lợi nhuận thuần từ hoạt động kinh doanh,,940.878.373,829.621.123,,,940878373.0,829621123.0
31,31,31,10. Thu nhập khác,32,21.546.363,267.202.683,,32.0,21546363.0,267202683.0
32,32,32,11. Chi phí khác,32,(914.727.898),(666.678.513),,32.0,-914727898.0,-666678513.0
40,40,40,12. Lỗ khác,32,(893.181.535),(399.475.830),,32.0,-893181535.0,-399475830.0
50,50,50,13. Lợi nhuận kế toán trước thuế,,47.696.838,430.145.293,,,47696838.0,430145293.0
51,51,51,14. Chi phí thuế TNDN hiện hành,33.1,(2.998.375),(24.802.221),,331.0,-2998375.0,-24802221.0
52,52,52,15. Chi phí thuế TNDN hoãn lại,33.2,(38.454.058),(33.735.757),,332.0,-38454058.0,-33735757.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,6.244.405,371.607.315,,,6244405.0,371607315.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,,117.506.769,69.588.012,,,117506769.0,69588012.0
62,62,62,18. (Lỗ) lợi nhuận sau thuế của cổ đông không kiểm soát,,(111.262.364),302.019.303,,,-111262364.0,302019303.0
70,70,70,19. Lãi cơ bản trên cổ phiếu (VND),27,127,80,,27.0,127.0,80.0
71,71,71,20. Lãi suy giảm trên cổ phiếu (VND),27,127,80,,27.0,127.0,80.0
