row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,1.640.202.928,1.145.033.158,1640202928.0,1145033158.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Xuất nhập khẩu Mittaphap,Trong đó: > - Công ty Xuất nhập khẩu Mittaphap,- Công ty Xuất nhập khẩu Mittaphap,525.363.199,9.647.209,525363199.0,9647209.0
- Công ty TNHH Sản xuất Thương mại và Dịch vụ Bolaven,Trong đó: > - Công ty TNHH Sản xuất Thương mại và Dịch vụ Bolaven,- Công ty TNHH Sản xuất Thương mại và Dịch vụ Bolaven,238.482.216,-,238482216.0,
- Các khách hàng khác,Trong đó: > - Các khách hàng khác,- Các khách hàng khác,876.357.513,1.135.385.949,876357513.0,1135385949.0
Phải thu từ dịch vụ xây dựng,Trong đó: > Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,784.539.432,857.261.771,784539432.0,857261771.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Phải thu Chính phủ Lào cho việc xây dựng sân bay,Trong đó: > - Phải thu Chính phủ Lào cho việc xây dựng sân bay,- Phải thu Chính phủ Lào cho việc xây dựng sân bay,748.511.168,737.569.190,748511168.0,737569190.0
- Phải thu từ các khách hàng khác,Trong đó: > - Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,36.028.264,119.692.581,36028264.0,119692581.0
"Phải thu về thanh lý tài sản, bắt động sản đầu tư và chuyển nhượng dự án","Trong đó: > Phải thu về thanh lý tài sản, bắt động sản đầu tư và chuyển nhượng dự án","Phải thu về thanh lý tài sản, bắt động sản đầu tư và chuyển nhượng dự án",542.589.899,147.652.615,542589899.0,147652615.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Cổ phần Thực phẩm Heygo,Trong đó: > - Công ty Cổ phần Thực phẩm Heygo,- Công ty Cổ phần Thực phẩm Heygo,516.200.000,-,516200000.0,
- Phải thu từ các khách hàng khác,Trong đó: > - Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,26.389.899,147.652.615,26389899.0,147652615.0
Phải thu tiền bán căn hộ,Trong đó: > Phải thu tiền bán căn hộ,Phải thu tiền bán căn hộ,9.044.677,16.183.862,9044677.0,16183862.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.976.376.936,2.166.131.406,2976376936.0,2166131406.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 34.2),Trong đó: > Phải thu các bên liên quan (TM số 34.2),Phải thu các bên liên quan (TM số 34.2),307.145.551,641.674.018,307145551.0,641674018.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,2.669.231.385,1.524.457.388,2669231385.0,1524457388.0
