row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 2.522.768.438,Ngân VND Số đầu năm > 2.950.770.244,numeric__Số cuối năm > 2.522.768.438,numeric__Ngân VND Số đầu năm > 2.950.770.244
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")",1.334.047.633,1.401.510.119,1334047633.0,1401510119.0
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")",1.031.033.107,1.420.718.793,1031033107.0,1420718793.0
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",1.004.832.519,2.924.753.645,1004832519.0,2924753645.0
"Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")",250.000.000,1.190.141.346,250000000.0,1190141346.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.142.681.697,9.887.894.147,6142681697.0,9887894147.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,4.604.709.171,9.308.802.300,4604709171.0,9308802300.0
Vay dài hạn ngân hàng đến hạn trả,Trong đó: > Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,1.537.972.526,579.091.847,1537972526.0,579091847.0
