row_label_raw,row_label_full,col_0,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất_1,Ngàn VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất,Ngàn VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bàng cân đối kế toán hợp nhất,numeric__Bàng cân đối kế toán hợp nhất_1,numeric__Ngàn VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Ngàn VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,98.599.120,105.125.055,(6.525.935),14.005.828,98599120.0,105125055.0,-6525935.0,14005828.0
Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,Tài sản thuế TNDN hoãn lạiLợi nhuận nội bộ chưa thực hiện,98.599.120,105.125.055,(6.525.935),14.005.828,98599120.0,105125055.0,-6525935.0,14005828.0
Thuế TNDN hoãn lại phải trảChi phí lãi vay vốn hoá khi hợp nhất,Thuế TNDN hoãn lại phải trảChi phí lãi vay vốn hoá khi hợp nhất,Thuế TNDN hoãn lại phải trảChi phí lãi vay vốn hoá khi hợp nhất,203.715.780,207.259.809,(3.544.029),(41.284.877),203715780.0,207259809.0,-3544029.0,-41284877.0
Thu nhập từ thanh lý đầu tư,Thu nhập từ thanh lý đầu tư,Thu nhập từ thanh lý đầu tư,103.208.182,-,103.208.182,-,103208182.0,,103208182.0,
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,37.533.904,105.269.934,(67.736.030),86.987.118,37533904.0,105269934.0,-67736030.0,86987118.0
Thu nhập từ bán tài sản cho thuê tài chính,Thu nhập từ bán tài sản cho thuê tài chính,Thu nhập từ bán tài sản cho thuê tài chính,-,24.411.774,-,2.039.344,,24411774.0,,2039344.0
Thu nhập từ bán tài sản cho thuê tài chính,Thu nhập từ bán tài sản cho thuê tài chính,Thu nhập từ bán tài sản cho thuê tài chính,344.457.866,336.941.517,31.928.123,47.741.585,344457866.0,336941517.0,31928123.0,47741585.0
Chi phí thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Chi phí thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Chi phí thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Chi phí thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Chi phí thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,38.454.058,33.735.757,,,38454058.0,33735757.0
