row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,47.696.838,430.145.293,47696838.0,430145293.0
Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),Các khoản điều chỉnh tăng (giảm),,,,
Lỗ từ các công ty con,Các khoản điều chỉnh tăng (giảm) > Lỗ từ các công ty con,Lỗ từ các công ty con,1.257.732.317,883.912.470,1257732317.0,883912470.0
Lợi thế thương mại phân bổ,Các khoản điều chỉnh tăng (giảm) > Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,390.318.070,319.598.040,390318070.0,319598040.0
Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh tăng (giảm) > Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,Hoàn nhập chi phí lãi vay trên báo cáo tài chính hợp nhất,34.147.473,395.646.231,34147473.0,395646231.0
Lợi nhuận chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng (giảm) > Lợi nhuận chưa thực hiện trên hợp nhất,Lợi nhuận chưa thực hiện trên hợp nhất,(32.629.674),79.350.474,-32629674.0,79350474.0
Các chi phí không có chứng từ hợp lệ,Các khoản điều chỉnh tăng (giảm) > Các chi phí không có chứng từ hợp lệ,Các chi phí không có chứng từ hợp lệ,10.190.354,17.428.421,10190354.0,17428421.0
Tiền phạt,Các khoản điều chỉnh tăng (giảm) > Tiền phạt,Tiền phạt,4.974.838,16.469.211,4974838.0,16469211.0
(Lỗ) lãi từ các công ty liên kết,Các khoản điều chỉnh tăng (giảm) > (Lỗ) lãi từ các công ty liên kết,(Lỗ) lãi từ các công ty liên kết,(64.840.488),16.336.454,-64840488.0,16336454.0
Lãi từ thanh lý các công ty con trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh tăng (giảm) > Lãi từ thanh lý các công ty con trên báo cáo tài chính hợp nhất,Lãi từ thanh lý các công ty con trên báo cáo tài chính hợp nhất,(563.609.679),(878.438.276),-563609679.0,-878438276.0
