row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,5.388.200.400,4.841.225.074,5388200400.0,4841225074.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,2.897.277.177,1.612.028.646,2897277177.0,1612028646.0
Doanh thu bán ôt,Trong đó: > Doanh thu bán ôt,Doanh thu bán ôt,513.949.664,24.931.966,513949664.0,24931966.0
Doanh thu từ dịch vụ cho thuê,Trong đó: > Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,509.461.750,723.516.613,509461750.0,723516613.0
"Doanh thu bán hàng hóa, phụ phẩmvà phê phẩm","Trong đó: > Doanh thu bán hàng hóa, phụ phẩmvà phê phẩm","Doanh thu bán hàng hóa, phụ phẩmvà phê phẩm",470.270.787,440.022.096,470270787.0,440022096.0
"Doanh thu từ cung cấp dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)","Trong đó: > Doanh thu từ cung cấp dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)","Doanh thu từ cung cấp dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)",406.544.334,606.673.377,406544334.0,606673377.0
Doanh thu bán mũ cao su,Trong đó: > Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,345.077.184,454.358.577,345077184.0,454358577.0
Doanh thu bán bỏ,Trong đó: > Doanh thu bán bỏ,Doanh thu bán bỏ,126.827.550,759.269.479,126827550.0,759269479.0
Doanh thu bắt động sản đầu tư,Trong đó: > Doanh thu bắt động sản đầu tư,Doanh thu bắt động sản đầu tư,57.910.339,59.278.538,57910339.0,59278538.0
Doanh thu bán tiêu,Trong đó: > Doanh thu bán tiêu,Doanh thu bán tiêu,38.214.271,-,38214271.0,
Doanh thu từ các hợp đồng xây dựng,Trong đó: > Doanh thu từ các hợp đồng xây dựng,Doanh thu từ các hợp đồng xây dựng,22.667.344,80.381.541,22667344.0,80381541.0
Doanh thu từ các sản phẩm ngành đường,Trong đó: > Doanh thu từ các sản phẩm ngành đường,Doanh thu từ các sản phẩm ngành đường,-,80.764.241,,80764241.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên liên quan,Trong đó: > Doanh thu thuần với các bên liên quan,Doanh thu thuần với các bên liên quan,29.832.490,298.602.768,29832490.0,298602768.0
Doanh thu thuần với các bên khác,Trong đó: > Doanh thu thuần với các bên khác,Doanh thu thuần với các bên khác,5.358.367.910,4.542.622.306,5358367910.0,4542622306.0
