row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm(Ngàn VND),Thời hạn thanh toánvà ngày đáo hạn,Lãi suất(%/năm),"Tài sản thế chấp(TM số 11, 12, 13 và 14)",numeric__Số cuối năm(Ngàn VND),numeric__Thời hạn thanh toánvà ngày đáo hạn,numeric__Lãi suất(%/năm),"numeric__Tài sản thế chấp(TM số 11, 12, 13 và 14)"
HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,HD Bank - Chi nhánh Đồng Nai,,,,
Khoản vay 1 (*),HD Bank - Chi nhánh Đồng Nai > Khoản vay 1 (*),Khoản vay 1 (*),887.541.177,Từ ngày 25 tháng 6 năm 2020đến ngày 31 tháng 12 năm 2023,"Điều chỉnh 2 lần mốinăm (2018: USD7,00 - 7,50 và VND10,50 - 12,00)","36 triệu cổ phiếu HAG của Chủ tịch HĐQT và Bà Hoàng Thị Ngọc Bích - vợ Chủ tịch; Quyền sử dụng 7.924 ha đất tại tỉnhRatanakiri, Campuchia và tài sản gắn liền đất; Vốn góp13,9 triệu cổ phần của HNG; 6 triệu cổ phần của BSTN và100.000 cổ phần của CNGL tại Công ty Cổ phần An Đông Mia.",887541177.0,,,
Khoản vay 2,HD Bank - Chi nhánh Đồng Nai > Khoản vay 2,Khoản vay 2,299.706.456,Từ ngày 1 tháng 8 năm 2019đến ngày 30 tháng 8 năm 2020,"10,50 - 11,00",196.368.900 cổ phiếu HAN do công ty sở hữu.,299706456.0,,,
HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,HD Bank - Chi nhánh Gia Lai,,,,
Khoản vay 1,HD Bank - Chi nhánh Gia Lai > Khoản vay 1,Khoản vay 1,49.800.000,Từ ngày 30 tháng 9 năm 2019đến ngày 30 tháng 9 năm 2021,"12,50","Toàn bộ cây ăn quả và quyền khai thác hình thành trong tươnglai của dự án trồng cây ăn quả bao gồm cả nguồn thu, hoa lợi,lợi tức phát sinh từ dự án.",49800000.0,,12.5,
Khoản vay 2,HD Bank - Chi nhánh Gia Lai > Khoản vay 2,Khoản vay 2,7.000.000,Từ ngày 30 tháng 3 năm 2019đến ngày 30 tháng 6 năm 2020,"12,50","Toàn bộ cây ăn quả và quyền khai thác hình thành trong tươnglai của dự án trồng cây ăn quả bao gồm cả nguồn thu, hoa lợi, lợitức phát sinh từ dự án;Cam kết thế chấp 15 xe đầu kéo, 15 sơ mi rơ móc thuộc sở hữucủa Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng AnhGia Lai.",7000000.0,,12.5,
HD Bank - Chinhánh Đắk Lắk,HD Bank - Chi nhánh Gia Lai > HD Bank - Chinhánh Đắk Lắk,HD Bank - Chinhánh Đắk Lắk,90.000.000,Từ ngày 31 tháng 3 năm 2019đến ngày 31 tháng 12 năm 2020,"11,50","Toàn bộ cây ăn trái và quyền khai thác hình thành trong tương laicủa dự án trồng cây ăn trái, cây gia vị được thực hiện trên thửadất tại Xã Ea H'leo, Huyện Ea H'leo, Tỉnh Đắk Lắk, Việt Nam.",90000000.0,,11.5,
TỔNG CỘNG,HD Bank - Chi nhánh Gia Lai > TỔNG CỘNG,TỔNG CỘNG,1.334.047.633,,,,1334047633.0,,,
Trong đó:Vay dài hạnđến hạn trảVay dài hạn,HD Bank - Chi nhánh Gia Lai > Trong đó:Vay dài hạnđến hạn trảVay dài hạn,Trong đó:Vay dài hạnđến hạn trảVay dài hạn,252.706.4561.081.341.177,,,,2.527064561081341e+18,,,
