row_label_raw,row_label_full,CHỈ TIÊU,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Các loại ngoại tệ:,Các loại ngoại tệ:,Các loại ngoại tệ:,Các loại ngoại tệ:,Các loại ngoại tệ:,,
- KIP Lào (LAK),Các loại ngoại tệ: > - KIP Lào (LAK),- KIP Lào (LAK),120.520.076,1.307.232.151,120520076.0,1307232151.0
- Đồng Riels Campuchia (KHR),Các loại ngoại tệ: > - Đồng Riels Campuchia (KHR),- Đồng Riels Campuchia (KHR),84.386.864,215.851.975,84386864.0,215851975.0
- Đô la Mỹ (USD),Các loại ngoại tệ: > - Đô la Mỹ (USD),- Đô la Mỹ (USD),1.860.416,3.083.091,1860416.0,3083091.0
- Đồng Euro (EUR),Các loại ngoại tệ: > - Đồng Euro (EUR),- Đồng Euro (EUR),455,7.143,455.0,7143.0
- Đồng Kyat Myanmar (MMK),Các loại ngoại tệ: > - Đồng Kyat Myanmar (MMK),- Đồng Kyat Myanmar (MMK),-,525.633.509,,525633509.0
- Đồng Bạt Thái Lan (THB),Các loại ngoại tệ: > - Đồng Bạt Thái Lan (THB),- Đồng Bạt Thái Lan (THB),-,3.093.096,,3093096.0
