row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Giá vốn bán trái cây,Giá vốn bán trái cây,Giá vốn bán trái cây,1.298.285.319,761.235.134,1298285319.0,761235134.0
Giá vốn bán ót,Giá vốn bán ót,Giá vốn bán ót,353.339.846,7.673.011,353339846.0,7673011.0
Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,227.734.536,382.688.288,227734536.0,382688288.0
"Giá vốn hàng hóa, phụ phẩm và phế phẩm","Giá vốn hàng hóa, phụ phẩm và phế phẩm","Giá vốn hàng hóa, phụ phẩm và phế phẩm",159.796.549,200.021.543,159796549.0,200021543.0
"Giá vốn dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)","Giá vốn dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)","Giá vốn dịch vụ khác(bệnh viện, khách sạn, quảng cáo, v.v.)",368.041.139,445.133.983,368041139.0,445133983.0
Giá vốn mũ cao su,Giá vốn mũ cao su,Giá vốn mũ cao su,371.389.292,352.603.169,371389292.0,352603169.0
Giá vốn bán bò,Giá vốn bán bò,Giá vốn bán bò,135.954.566,722.539.952,135954566.0,722539952.0
Giá vốn bất động sản đầu tư,Giá vốn bất động sản đầu tư,Giá vốn bất động sản đầu tư,38.476.544,58.761.526,38476544.0,58761526.0
Giá vốn bán tiêu,Giá vốn bán tiêu,Giá vốn bán tiêu,35.011.542,-,35011542.0,
Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,25.465.893,57.906.529,25465893.0,57906529.0
Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,-,121.119.862,,121119862.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.013.495.226,3.109.682.997,3013495226.0,3109682997.0
