row_label_raw,row_label_full,col_0,Tỷ giá tại ngày > 31/12/2021VND,Tỷ giá tại ngày > 31/12/2020VND,numeric__Tỷ giá tại ngày > 31/12/2021VND,numeric__Tỷ giá tại ngày > 31/12/2020VND
USD,USD,USD,"22.840,00","23.140,00",22840.0,23140.0
EUR,EUR,EUR,"25.834,50","28.432,50",25834.5,28432.5
GBP,GBP,GBP,"30.828,00","31.561,50",30828.0,31561.5
CHF,CHF,CHF,"25.135,50","26.397,00",25135.5,26397.0
JPY,JPY,JPY,"198,25","224,10",198.25,224.1
SGD,SGD,SGD,"16.900,00","17.464,00",16900.0,17464.0
CAD,CAD,CAD,"17.921,50","18.125,50",17921.5,18125.5
AUD,AUD,AUD,"16.589,00","17.811,50",16589.0,17811.5
