row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2021,Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuế chonăm kết thúc ngày31/12/2021Triệu VND,numeric__Mức tănglãi suất31/12/2021,numeric__Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuế chonăm kết thúc ngày31/12/2021Triệu VND
VND,VND,VND,"1,00%",63.750,0.01,63750.0
USD,USD,USD,"0,25%",140.283,0.0025,140283.0
