row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.316.250.208.851,1.779.276.110.911,,,1316250208851.0,1779276110911.0
110,110,110,Tiền và các khoản tương đương tiền,3,250.041.671.907,135.405.178.447,,3.0,250041671907.0,135405178447.0
111,111,111,Tiền,,147.441.671.907,69.739.178.447,,,147441671907.0,69739178447.0
112,112,112,Các khoản tương đương tiền,,102.600.000.000,65.666.000.000,,,102600000000.0,65666000000.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,5.775.000.000,-,,,5775000000.0,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,,5.775.000.000,-,,,5775000000.0,
130,130,130,Các khoản phải thu ngắn hạn,,772.078.395.035,1.434.320.814.289,,,772078395035.0,1434320814289.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,314.406.390.017,321.098.794.534,,4.0,314406390017.0,321098794534.0
132,132,132,Trả trước cho người bán ngắn hạn,5,33.448.346.000,466.162.375.770,,5.0,33448346000.0,466162375770.0
135,135,135,Phải thu về cho vay ngắn hạn,6,253.175.900.000,144.200.397.839,,6.0,253175900000.0,144200397839.0
136,136,136,Phải thu ngắn hạn khác,7(a),171.671.121.171,503.133.564.435,,,171671121171.0,503133564435.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(629.072.176),(280.028.312),,8.0,-629072176.0,-280028312.0
139,139,139,Tài sản thiếu chờ xử lý,,5.710.023,5.710.023,,,5710023.0,5710023.0
140,140,140,Hàng tồn kho,9,146.323.773.855,151.972.986.314,,9.0,146323773855.0,151972986314.0
141,141,141,Hàng tồn kho,,146.323.773.855,151.972.986.314,,,146323773855.0,151972986314.0
150,150,150,Tài sản ngắn hạn khác,,142.031.368.054,57.577.131.861,,,142031368054.0,57577131861.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),9.966.624.419,7.107.451.871,,,9966624419.0,7107451871.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,130.411.552.403,49.814.446.416,,,130411552403.0,49814446416.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,1.232.653.996,640.233.574,,,1232653996.0,640233574.0
155,155,155,Tài sản ngắn hạn khác,,420.537.236,15.000.000,,,420537236.0,15000000.0
