row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Cho vay,233.000.000.000,165.789.904.119,,233000000000.0,165789904119.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Chuyển đổi cho vay thành đặt cọc,-,101.589.506.280,,,101589506280.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Thu hồi khoản cho vay,124.024.497.839,25.000.000.000,,124024497839.0,25000000000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Chuyển đổi khoản phải thu lãi vay thành đặt cọc,-,8.410.493.720,,,8410493720.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Lãi cho vay,14.405.364.519,10.283.618.193,,14405364519.0,10283618193.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Doanh thu bán hàng hóa và dịch vụ,1.562.955.844,11.129.105.905,,1562955844.0,11129105905.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Mua hàng hóa và dịch vụ,3.956.460,2.817.600,,3956460.0,2817600.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Hoạt động xây dựng cơ bản,1.179.369.626,-,,1179369626.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Lãi khác,6.714.520.547,-,,6714520547.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Đầu tư khác,93.800.000.000,-,,93800000000.0,
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Lãi cho vay,6.940.000.003,10.528.328.769,,6940000003.0,10528328769.0
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Thu hồi khoản cho vay,-,40.000.000.000,,,40000000000.0
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Mua hàng hóa và dịch vụ,5.298.456.099,5.754.490.274,,5298456099.0,5754490274.0
Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Mua hàng hóa dịch vụ,870.279.743,-,,870279743.0,
Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Mua hàng hóa và dịch vụ,400.597.313,-,,400597313.0,
Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lýKhu công nghiệp Đặng Huỳnh,Doanh thu bán hàng và cung cấp dịch vụ,1.319.254.887,-,,1319254887.0,
