row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Chuyển sang TSCĐ hữu hình(Thuyết minh 11(a)) > Chuyển sang TSCĐ vô hình (Thuyếtminh (Thuyết minh 11(c)),Năm nay VND > 541.416.894.763 > 5.525.029.593.395 > (5.566.949.188.704) > (400.419.200),Năm trước VND > 262.815.515.612 > 675.265.075.537 > (400.772.156.093) > (72.500.000),numeric__Năm nay VND > 541.416.894.763 > 5.525.029.593.395 > (5.566.949.188.704) > (400.419.200),numeric__Năm trước VND > 262.815.515.612 > 675.265.075.537 > (400.772.156.093) > (72.500.000)
Thanh lý dự án,Thanh lý dự án,Thanh lý dự án,-,(1.768.098.394),,-1768098394.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,6.179.058.101,,6179058101.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,-,(230.000.000),,-230000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,499.096.880.254,541.416.894.763,499096880254.0,541416894763.0
