row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,1.381.118.770.011,1.494.522.681.791,,,1381118770011.0,1494522681791.0
02,02,02,Các khoản giảm trừ doanh thu,,-,(1.199.328.000),,,,-1199328000.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,1.381.118.770.011,1.493.323.353.791,,27.0,1381118770011.0,1493323353791.0
11,11,11,Giá vốn hàng bán và cung cấp dịch vụ,28,613.939.972.394,732.667.176.739,,28.0,613939972394.0,732667176739.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,767.178.797.617,760.656.177.052,,,767178797617.0,760656177052.0
21,21,21,Doanh thu hoạt động tài chính,29,37.462.828.457,30.534.655.288,,29.0,37462828457.0,30534655288.0
22,22,22,Chi phí tài chính,30,408.629.277.678,371.239.616.425,,30.0,408629277678.0,371239616425.0
23,23,23,- Trong đó: Chi phí lãi vay,30,383.781.656.592,354.411.196.128,,30.0,383781656592.0,354411196128.0
24,24,24,Phần lãi trong công ty liên kết,,6.321.996.924,-,,,6321996924.0,
25,25,25,Chi phí bán hàng,,471.454.958,1.699.625.268,,,471454958.0,1699625268.0
26,26,26,Chi phí quản lý doanh nghiệp,31,113.864.130.849,114.323.940.038,,31.0,113864130849.0,114323940038.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,287.998.759.513,303.927.650.609,,,287998759513.0,303927650609.0
31,31,31,Thu nhập khác,,90.906.719.725,5.833.789.856,,,90906719725.0,5833789856.0
32,32,32,Chi phí khác,,10.189.812.148,1.175.195.994,,,10189812148.0,1175195994.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),32,80.716.907.577,4.658.593.862,,32.0,80716907577.0,4658593862.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,368.715.667.090,308.586.244.471,,,368715667090.0,308586244471.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",33,44.652.211.054,14.128.972.505,,33.0,44652211054.0,14128972505.0
52,52,52,Thuế TNDN hoãn lại,33,(1.370.338.666),(505.583.285),,33.0,-1370338666.0,-505583285.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,325.433.794.702,294.962.855.251,,,325433794702.0,294962855251.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của công ty mẹ,,282.831.537.440,257.355.412.178,,,282831537440.0,257355412178.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,42.602.257.262,37.607.443.073,,,42602257262.0,37607443073.0
70,70,70,Lãi cơ bản trên cổ phiếu,25(a),937,1.029,,,937.0,1029.0
71,71,71,Lãi suy giảm trên cổ phiếu,25(b),937,1.029,,,937.0,1029.0
