row_label_raw,row_label_full,Công ty TNHH Sao Tháng Bảy Việt Nam,Số cuối năm VND > 6.773.103.060,Số đầu năm VND > -,numeric__Số cuối năm VND > 6.773.103.060,numeric__Số đầu năm VND > -
Vestas Asia Pacific A/S,Vestas Asia Pacific A/S,Vestas Asia Pacific A/S,-,196.317.410.000,,196317410000.0
Công ty Cổ phần Xây lắp Điện I,Công ty Cổ phần Xây lắp Điện I,Công ty Cổ phần Xây lắp Điện I,-,108.446.126.693,,108446126693.0
"China Power Construction Engineering Consulting Co., Ltd,","China Power Construction Engineering Consulting Co., Ltd,","China Power Construction Engineering Consulting Co., Ltd,",-,75.959.284.500,,75959284500.0
Công ty TNHH ABB Power Grids Việt Nam,Công ty TNHH ABB Power Grids Việt Nam,Công ty TNHH ABB Power Grids Việt Nam,13.935.478,37.483.357.764,13935478.0,37483357764.0
