row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tại ngày đầu năm VND_1,Tăng VND,Giảm VND,Phân loại lại VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tại ngày đầu năm VND_1,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),2.738.696.077.076,2.738.696.077.076,3.210.321.741.593,(164.521.788.190),(312.615.264.309),5.471.880.766.170,2738696077076.0,2738696077076.0,3210321741593.0,-164521788190.0,-312615264309.0,5471880766170.0
Phát hành trái phiếu (**),Phát hành trái phiếu (**),Phát hành trái phiếu (**),455.000.000.000,455.000.000.000,1.500.000.000.000,(700.000.000.000),(30.000.000.000),1.225.000.000.000,455000000000.0,455000000000.0,1500000000000.0,-700000000000.0,-30000000000.0,1225000000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(4.738.277.779),(4.738.277.779),(29.255.000.000),18.345.177.782,-,(15.648.099.997),-4738277779.0,-4738277779.0,-29255000000.0,18345177782.0,,-15648099997.0
Nợ thuê tài chính (***),Nợ thuê tài chính (***),Nợ thuê tài chính (***),11.604.955.706,11.604.955.706,7.573.455.981,-,(5.270.882.832),13.907.528.855,11604955706.0,11604955706.0,7573455981.0,,-5270882832.0,13907528855.0
Khác,Khác,Khác,24.279.999,24.279.999,-,(2.124.000),(22.155.999),-,24279999.0,24279999.0,,-2124000.0,-22155999.0,
,,,3.200.587.035.002,3.200.587.035.002,4.688.640.197.574,(846.178.734.408),(347.908.303.140),6.695.140.195.028,3200587035002.0,3200587035002.0,4688640197574.0,-846178734408.0,-347908303140.0,6695140195028.0
