row_label_raw,row_label_full,Năm nay VND,Năm trước VND,numeric__Năm trước VND
11.152.717.000,11.152.717.000,11.152.717.000,9.213.288.085,9213288085.0
-,-,-,205.959.520.000,205959520000.0
-,-,-,73.980.000.000,73980000000.0
330.060.122.180,330.060.122.180,330.060.122.180,309.036.247.764,309036247764.0
8.100.000.000,8.100.000.000,8.100.000.000,7.500.000.000,7500000000.0
2.250.000.000,2.250.000.000,2.250.000.000,2.580.000.000,2580000000.0
5.191.235.661,5.191.235.661,5.191.235.661,34.979.194.580,34979194580.0
247.531.680,247.531.680,247.531.680,22.877.928.928,22877928928.0
-,-,-,7.000.000.000,7000000000.0
-,-,-,1.199.328.000,1199328000.0
-,-,-,623.013.701,623013701.0
