row_label_raw,row_label_full,col_0,Tai ngàyđầu nămVND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,Cán trừ/phânloại lại trongnămVND,KhácVND,Tại ngàycuối nămVND,numeric__Tai ngàyđầu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__Cán trừ/phânloại lại trongnămVND,numeric__KhácVND,numeric__Tại ngàycuối nămVND
Thuế GTGT,Thuế GTGT,Thuế GTGT,20.096.121.610,225.820.682.363,(201.923.904.774),(17.381.514.107),-,26.611.385.092,20096121610.0,225820682363.0,-201923904774.0,-17381514107.0,,26611385092.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,9.378.987.218,44.652.211.054,(25.078.503.097),218.851.129,79.778.077,29.251.324.381,9378987218.0,44652211054.0,-25078503097.0,218851129.0,79778077.0,29251324381.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,2.608.783.951,9.548.033.282,(11.079.526.669),-,-,1.077.290.564,2608783951.0,9548033282.0,-11079526669.0,,,1077290564.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.363.041.021,32.101.716.789,(28.101.723.849),-,-,8.363.033.961,4363041021.0,32101716789.0,-28101723849.0,,,8363033961.0
Khác,Khác,Khác,1.241.274.617,14.089.722.582,(15.101.977.202),-,-,229.019.997,1241274617.0,14089722582.0,-15101977202.0,,,229019997.0
,,,37.688.208.417,326.212.366.070,(281.285.635.591),(17.162.662.978),79.778.077,65.532.053.995,37688208417.0,326212366070.0,-281285635591.0,-17162662978.0,79778077.0,65532053995.0
