row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi do thanh lý TSCĐ,Thu nhập khác > Lãi do thanh lý TSCĐ,Lãi do thanh lý TSCĐ,81.414.944.757,2.096.233.854,81414944757.0,2096233854.0
Tiền lãi phạt,Thu nhập khác > Tiền lãi phạt,Tiền lãi phạt,6.714.520.547,-,6714520547.0,
Khác,Thu nhập khác > Khác,Khác,2.777.254.421,3.737.556.002,2777254421.0,3737556002.0
,,,90.906.719.725,5.833.789.856,90906719725.0,5833789856.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Lỗ do thanh lý TSCĐ,Chi phí khác > Lỗ do thanh lý TSCĐ,Lỗ do thanh lý TSCĐ,106.316.000,14.889.684,106316000.0,14889684.0
Các khoản bị phạt,Chi phí khác > Các khoản bị phạt,Các khoản bị phạt,6.652.152.070,124.329.929,6652152070.0,124329929.0
Khác,Chi phí khác > Khác,Khác,3.431.344.078,1.035.985.381,3431344078.0,1035985381.0
,,,10.189.812.148,1.175.195.994,10189812148.0,1175195994.0
