row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẤN HẠN,,5.288.884.188,4.663.837.326,,,5288884188.0,4663837326.0
110,110,110,I. Tiền,,13.297.086,291.731.443,,,13297086.0,291731443.0
111,111,111,1. Tiền,4,13.297.086,291.731.443,,4.0,13297086.0,291731443.0
130,130,130,II. Các khoản phải thu ngắn hạn,,5.160.712.956,4.267.203.132,,,5160712956.0,4267203132.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,250.622.228,358.844.277,,5.0,250622228.0,358844277.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,49.349.094,59.812.505,,6.0,49349094.0,59812505.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,3.382.257.494,1.971.337.409,,7.0,3382257494.0,1971337409.0
136,136,136,4. Phải thu ngắn hạn khác,8,1.485.378.178,1.883.465.386,,8.0,1485378178.0,1883465386.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(6.894.038),(6.256.445),,,-6894038.0,-6256445.0
140,140,140,III. Hàng tồn kho,9,106.757.513,101.179.533,,9.0,106757513.0,101179533.0
141,141,141,1. Hàng tồn kho,,115.012.143,109.159.845,,,115012143.0,109159845.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(8.254.630),(7.980.312),,,-8254630.0,-7980312.0
150,150,150,IV. Tài sản ngắn hạn khác,,8.116.633,3.723.218,,,8116633.0,3723218.0
151,151,151,1. Chi phí trả trước ngắn hạn,,551.908,354.224,,,551908.0,354224.0
152,152,152,2. Thuế GTGT được khấu trừ,,7.545.300,3.368.994,,,7545300.0,3368994.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,,19.425,-,,,19425.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,21.976.856.200,23.942.236.559,,,21976856200.0,23942236559.0
210,210,210,I. Các khoản phải thu dài hạn,,11.530.988.766,12.478.378.916,,,11530988766.0,12478378916.0
215,215,215,1. Phải thu về cho vay dài hạn,7,10.256.783.507,11.749.488.058,,7.0,10256783507.0,11749488058.0
216,216,216,2. Phải thu dài hạn khác,8,1.274.205.259,728.890.858,,8.0,1274205259.0,728890858.0
220,220,220,II. Tài sản cố định,,253.492.301,260.454.619,,,253492301.0,260454619.0
221,221,221,1. Tài sản cố định hữu hình,10,222.907.067,228.256.797,,10.0,222907067.0,228256797.0
222,222,222,Nguyên giá,,337.255.566,326.639.890,,,337255566.0,326639890.0
223,223,223,Giá trị hao mòn lũy kế,,(114.348.499),(98.383.093),,,-114348499.0,-98383093.0
227,227,227,2. Tài sản cố định vô hình,11,30.585.234,32.197.822,,11.0,30585234.0,32197822.0
228,228,228,Nguyên giá,,40.450.152,40.450.152,,,40450152.0,40450152.0
229,229,229,Giá trị hao mòn lũy kế,,(9.864.918),(8.252.330),,,-9864918.0,-8252330.0
230,230,230,III. Bất động sản đầu tư,12,38.344.237,39.583.669,,12.0,38344237.0,39583669.0
231,231,231,1. Nguyên giá,,42.073.202,42.073.202,,,42073202.0,42073202.0
232,232,232,2. Giá trị hao mòn lũy kế,,(3.728.965),(2.489.533),,,-3728965.0,-2489533.0
240,240,240,IV. Tài sản dở dang dài hạn,,9.583.389,11.088.353,,,9583389.0,11088353.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,9.583.389,11.088.353,,,9583389.0,11088353.0
250,250,250,V. Đầu tư tài chính dài hạn,13,10.130.729.229,11.139.377.964,,13.0,10130729229.0,11139377964.0
251,251,251,1. Đầu tư vào công ty con,,10.714.783.853,11.213.889.436,,,10714783853.0,11213889436.0
252,252,252,2. Đầu tư vào công ty liên kết,,5.000.000,5.000.000,,,5000000.0,5000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,7.360.041,7.360.041,,,7360041.0,7360041.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(596.414.665),(86.871.513),,,-596414665.0,-86871513.0
260,260,260,VI. Tài sản dài hạn khác,,13.718.278,13.353.038,,,13718278.0,13353038.0
261,261,261,1. Chi phí trả trước dài hạn,14,13.718.278,13.353.038,,14.0,13718278.0,13353038.0
270,270,270,TỔNG CỘNG TÀI SẢN,,27.265.740.388,28.606.073.885,,,27265740388.0,28606073885.0
