row_label_raw,row_label_full,Tên ngân hàng > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Gia Lai > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Chi nhánh Sở giao dịch Đồng Nai,Số cuối năm > Ngàn VND > 575.268.050 > 299.706.456,Nguyên tệ > Ngàn VND > 449.725.354 > 299.706.456,Nguyên tệ > USD > 5.522.001 > -,Thời hạn thanh toán và ngày đáo hạn > Từ năm 2017 đến ngày 20 tháng 10 năm 2020 > Từ ngày 1 tháng 8 năm 2019 đến 30 tháng 8 năm 2020,"Lãi suất (%/năm) > VND: 11,6%; USD: 7.9% > 11%","Tài sản thế chấp > Tài sản gắn liền với đất hình thành trong tương lai của vườn cao su 1.194,74 ha và các lợi ích hợp pháp khác từ vườn cây trên 1.199 ha tại xã Pờ Tó, la Pa, Gia Lai thuộc sở hữu của Công ty Cổ phần Cao Su Trung Nguyên;Toàn bộ công trình khu liên hợp học viện bóng đá HAGL tại la Băng, Đak Đoa, Gia Lai;Toàn bộ công trình đại học Y Dược HAGL;3.310.000 cổ phiếu HNG thuộc sở hữu của HAGL;7 xe ô tô thuộc sở hữu của HAG;1 xe ô tô thuộc sở hữu của Công ty Cổ phần Thủy Điện HAGL > 196.368.090 cổ phiếu HAN do công ty HAG sở hữu",numeric__Số cuối năm > Ngàn VND > 575.268.050 > 299.706.456,numeric__Nguyên tệ > Ngàn VND > 449.725.354 > 299.706.456,numeric__Nguyên tệ > USD > 5.522.001 > -,numeric__Thời hạn thanh toán và ngày đáo hạn > Từ năm 2017 đến ngày 20 tháng 10 năm 2020 > Từ ngày 1 tháng 8 năm 2019 đến 30 tháng 8 năm 2020,"numeric__Lãi suất (%/năm) > VND: 11,6%; USD: 7.9% > 11%","numeric__Tài sản thế chấp > Tài sản gắn liền với đất hình thành trong tương lai của vườn cao su 1.194,74 ha và các lợi ích hợp pháp khác từ vườn cây trên 1.199 ha tại xã Pờ Tó, la Pa, Gia Lai thuộc sở hữu của Công ty Cổ phần Cao Su Trung Nguyên;Toàn bộ công trình khu liên hợp học viện bóng đá HAGL tại la Băng, Đak Đoa, Gia Lai;Toàn bộ công trình đại học Y Dược HAGL;3.310.000 cổ phiếu HNG thuộc sở hữu của HAGL;7 xe ô tô thuộc sở hữu của HAG;1 xe ô tô thuộc sở hữu của Công ty Cổ phần Thủy Điện HAGL > 196.368.090 cổ phiếu HAN do công ty HAG sở hữu"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,874.974.506,,,,,,874974506.0,,,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,25.000.000849.974.506,,,,,,2.5000000849974504e+16,,,,,
