row_label_raw,row_label_full,Nhóm An Phú,Mối quan hệ,Giao dịch,Số cuối năm,Ngân VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngân VND Số đầu năm
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Cung cấp dịch vụ xây dựng Cung cấp dịch vụ,18.084.773 7.554.790,9.105.689 9.717.187,,,,
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty liên quan,Cung cấp dịch vụ xây dựng Bán hàng hóa,27.595.944 2.180.959,- -,,,,
Công ty TNHH Thương mại và Dịch vụ Minh Tuân,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình > Công ty TNHH Thương mại và Dịch vụ Minh Tuân,Công ty TNHH Thương mại và Dịch vụ Minh Tuân,Công ty liên quan,Cung cấp dịch vụ xây dựng,5.501.714,-,,,5501714.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Bán hàng hóa và cung cấp dịch vụ,539.695,976.837,,,539695.0,976837.0
TỔNG CỘNG,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình > TỔNG CỘNG,TỔNG CỘNG,,,61.457.875,19.799.713,,,61457875.0,19799713.0
