row_label_raw,row_label_full,Nhóm An Phú,Mối quan hệ,Lãi suất % /năm,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Lãi suất % /năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,"10,81% - 11%",185.994.550,660.000.000,,,185994550.0,660000000.0
Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty liên quan,12% - 15%,93.000.000,14.500.000,,,93000000.0,14500000.0
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty liên quan,"10%-10,5%",72.000.000,-,,,72000000.0,
Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty liên quan,13% - 15%,61.628.333,-,,,61628333.0,
Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty liên quan,8% - 15%,-,446.516.211,,,,446516211.0
Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty liên quan,"10,5% - 15%",-,189.000.000,,,,189000000.0
Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty liên quan,"11,29% - 15,73%",-,115.917.134,,,,115917134.0
Công ty TNHH Thương mại Dịch vụ Minh Tuấn,Công ty TNHH Thương mại Dịch vụ Minh Tuấn,Công ty TNHH Thương mại Dịch vụ Minh Tuấn,Công ty liên quan,"11,53% - 16,45%",-,54.140.386,,,,54140386.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,412.622.883,1.480.073.731,,,412622883.0,1480073731.0
