row_label_raw,row_label_full,Nhóm An Phú (*),Các công ty liên quan,(*),412.622.883,1.480.073.731,numeric__Các công ty liên quan,numeric__(*),numeric__412.622.883,numeric__1.480.073.731
Ông Nguyễn Quyền,Ông Nguyễn Quyền,Ông Nguyễn Quyền,Bên liên quan,-,935.057.000,-,,,935057000.0,
Ông Từ Minh Đăng,Ông Từ Minh Đăng,Ông Từ Minh Đăng,Bên liên quan,-,676.200.000,-,,,676200000.0,
Ông Hoàng Trọng Hưng,Ông Hoàng Trọng Hưng,Ông Hoàng Trọng Hưng,Bên liên quan,-,516.700.000,-,,,516700000.0,
Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,"10,77%-12%",478.500.000,-,,,478500000.0,
Công ty Cổ phần Thế thao Hoàng Anh Gia Lai,Công ty Cổ phần Thế thao Hoàng Anh Gia Lai,Công ty Cổ phần Thế thao Hoàng Anh Gia Lai,Công ty con,"10,5% - 15%",236.191.679,-,,,236191679.0,
Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,12%,33.990.410,-,,0.12,33990410.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,"11,93% - 14%",-,430.376.353,,,,430376353.0
