row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vayBán hàng và cung cấp hợp đồng xây dựng,8.867.702,24.832.727,,,8867702.0,24832727.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vayBán hàng và cung cấp hợp đồng xây dựng,2.912.994,10.425.118,,,2912994.0,10425118.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ,144.322.646,158.892.342,,,144322646.0,158892342.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ,617.546,16.465.683,,,617546.0,16465683.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Bán hàng và cung cấp dịch vụLãi cho vay,13.824.953,5.066.635,,,13824953.0,5066635.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Bán hàng và cung cấp dịch vụLãi cho vay,12.951.112,3.833.715,,,12951112.0,3833715.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Bán hàng và cung cấp dịch vụ và xây dựngLãi cho vay,29.558.962,57.436.249,,,29558962.0,57436249.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Bán hàng và cung cấp dịch vụ và xây dựngLãi cho vay,108.699.443,41.348.533,,,108699443.0,41348533.0
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,Mua hàng hóa,2.391.907,8.820.954,,,2391907.0,8820954.0
Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty con,Lãi cho vayMua hàng hóa,8.723.420,7.293.531,,,8723420.0,7293531.0
Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty con,Lãi cho vayMua hàng hóa,5.488.792,-,,,5488792.0,
Công ty TNHH MTV Hoàng Anh Lum Phát,Công ty TNHH MTV Hoàng Anh Lum Phát,Công ty TNHH MTV Hoàng Anh Lum Phát,Công ty con,Bán hàng và cung cấp dịch vụ,9.834.915,20.423.560,,,9834915.0,20423560.0
Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty con,Lãi cho vay,27.418.296,27.420.060,,,27418296.0,27420060.0
Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Bán hàng và cung cấp dịch vụ xây dựngLãi cho vay,12.146.031,31.862.960,,,12146031.0,31862960.0
Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Bán hàng và cung cấp dịch vụ xây dựngLãi cho vay,71.783.998,69.557.001,,,71783998.0,69557001.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,188.735.979,257.431.158,,,188735979.0,257431158.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,14.853.050,-,,,14853050.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,15.165.844,-,,,15165844.0,
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Bán hàng và Cung cấp dịch vụ xây dựngLãi cho vay,24.321.184,97.333.387,,,24321184.0,97333387.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Bán hàng và Cung cấp dịch vụ xây dựngLãi cho vay,240.767.558,150.491.568,,,240767558.0,150491568.0
Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty liên quan,Lãi cho vay,23.673.524,30.469.444,,,23673524.0,30469444.0
