row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu lãi cho vay,Ngắn hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,1.398.953.738,1.812.801.808,1398953738.0,1812801808.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,11.087.640,7.400.424,11087640.0,7400424.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,75.336.800,63.263.154,75336800.0,63263154.0
,,,1.485.378.178,1.883.465.386,1485378178.0,1883465386.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 27.2),Trong đó: > Phải thu các bên liên quan (TM số 27.2),Phải thu các bên liên quan (TM số 27.2),1.324.119.730,1.846.416.294,1324119730.0,1846416294.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,161.258.448,37.049.092,161258448.0,37049092.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Dài hạn > Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)","Phải thu về hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",514.788.889,493.211.100,514788889.0,493211100.0
Phải thu lãi cho vay,Dài hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,589.983.768,78.920.554,589983768.0,78920554.0
Phải thu khác,Dài hạn > Phải thu khác,Phải thu khác,169.432.602,156.759.204,169432602.0,156759204.0
,,,1.274.205.259,728.890.858,1274205259.0,728890858.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 27.2),Trong đó: > Phải thu các bên liên quan (TM số 27.2),Phải thu các bên liên quan (TM số 27.2),1.268.487.215,728.283.251,1268487215.0,728283251.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,5.718.044,607.607,5718044.0,607607.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.759.583.437,2.612.356.244,2759583437.0,2612356244.0
