row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả về góp vốn HĐHTKD (*),Phải trả về góp vốn HĐHTKD (*),Phải trả về góp vốn HĐHTKD (*),1.132.500.000,-,1132500000.0,
Phải trả tiền mượn không lãi từ các công ty khác,Phải trả tiền mượn không lãi từ các công ty khác,Phải trả tiền mượn không lãi từ các công ty khác,489.940.305,853.583.376,489940305.0,853583376.0
Phải trả về thu hộ,Phải trả về thu hộ,Phải trả về thu hộ,193.948.611,191.688.447,193948611.0,191688447.0
Phải trả hộ tiền thuê đất của công ty con,Phải trả hộ tiền thuê đất của công ty con,Phải trả hộ tiền thuê đất của công ty con,82.428.607,82.428.607,82428607.0,82428607.0
Phải trả các cá nhân khác,Phải trả các cá nhân khác,Phải trả các cá nhân khác,12.273.984,-,12273984.0,
Phí báo trì căn hộ,Phí báo trì căn hộ,Phí báo trì căn hộ,11.736.624,11.379.727,11736624.0,11379727.0
Phải trả lãi vay,Phải trả lãi vay,Phải trả lãi vay,1.698.599,1.698.599,1698599.0,1698599.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,366.416,366.416,366416.0,366416.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",3.117.138,1.118.234,3117138.0,1118234.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.928.010.284,1.142.263.406,1928010284.0,1142263406.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 27.2),Trong đó: > Phải trả các bên liên quan (TM số 27.2),Phải trả các bên liên quan (TM số 27.2),1.719.241.504,951.927.828,1719241504.0,951927828.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,208.768.780,190.335.578,208768780.0,190335578.0
