row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,%/năm,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__%/năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),Phải thu về cho vay dài hạn (TM số 7) (tiếp theo),,,,
Công ty Cổ phần Điện Hoàng Anh Attapeu,Phải thu về cho vay dài hạn (TM số 7) (tiếp theo) > Công ty Cổ phần Điện Hoàng Anh Attapeu,Công ty Cổ phần Điện Hoàng Anh Attapeu,Công ty con,12%,500.000,-,,0.12,500000.0,
Ông Đoàn Nguyên Đức,Phải thu về cho vay dài hạn (TM số 7) (tiếp theo) > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,12%,-,300.000.000,,0.12,,300000000.0
Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Phải thu về cho vay dài hạn (TM số 7) (tiếp theo) > Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty con,11%,-,227.599.349,,0.11,,227599349.0
Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Phải thu về cho vay dài hạn (TM số 7) (tiếp theo) > Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,Công ty con,0%,-,24.207.836,,0.0,,24207836.0
Công ty TNHH Khoáng sản Hoàng Anh Xê Kông,Phải thu về cho vay dài hạn (TM số 7) (tiếp theo) > Công ty TNHH Khoáng sản Hoàng Anh Xê Kông,Công ty TNHH Khoáng sản Hoàng Anh Xê Kông,Công ty con,0%,-,507.206,,0.0,,507206.0
