row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Ngàn VND Tổng cộng,numeric__Vốn cổ phần,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Ngàn VND Tổng cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,
Số đầu năm,Năm trước > Số đầu năm,Số đầu năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.186.730,12.279.153.647,7899679470.0,3539078784.0,-686640.0,279895303.0,561186730.0,12279153647.0
Lợi nhuận thuần trong năm,Năm trước > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,383.048,383.048,,,,,383048.0,383048.0
Số cuối năm,Năm trước > Số cuối năm,Số cuối năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.569.778,12.279.536.695,7899679470.0,3539078784.0,-686640.0,279895303.0,561569778.0,12279536695.0
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,7.899.679.470,3.539.078.784,(686.640),279.895.303,561.569.778,12.279.536.695,7899679470.0,3539078784.0,-686640.0,279895303.0,561569778.0,12279536695.0
Vốn tăng trong năm (TM số 20.4),Năm nay > Vốn tăng trong năm (TM số 20.4),Vốn tăng trong năm (TM số 20.4),1.375.000.000,(275.220.000),-,-,-,1.099.780.000,1375000000.0,-275220000.0,,,,1099780000.0
Lỗ thuần trong năm,Năm nay > Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,-,(475.051.993),(475.051.993),,,,,-475051993.0,-475051993.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,9.274.679.470,3.263.858.784,(686.640),279.895.303,86.517.785,12.904.264.702,9274679470.0,3263858784.0,-686640.0,279895303.0,86517785.0,12904264702.0
