row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.168.933,6.382.289,2168933.0,6382289.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,987.532,2.950.656,987532.0,2950656.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,1.538.892,4.636.838,1538892.0,4636838.0
,,,4.695.357,13.969.783,4695357.0,13969783.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,46.307.035,47.389.522,46307035.0,47389522.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,13.226.974,7.633.991,13226974.0,7633991.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,8.845.527,8.806.725,8845527.0,8806725.0
Chi phí dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,637.592,5.778.927,637592.0,5778927.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,19.785.803,21.476.404,19785803.0,21476404.0
,,,88.802.931,91.085.569,88802931.0,91085569.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,93.498.288,105.055.352,93498288.0,105055352.0
