row_label_raw,row_label_full,Mã số,KHOẢN MỤC,Thuyết minh,Năm nay,Năm trước,numeric__KHOẢN MỤC,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,223.540.379,564.854.296,,221.0,223540379.0,564854296.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,23,(191.205.673),(455.826.837),,23.0,-191205673.0,-455826837.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,32.334.706,109.027.459,,,32334706.0,109027459.0
21,21,21,4. Doanh thu hoạt động tài chính,22.2,1.125.471.884,1.424.275.726,,222.0,1125471884.0,1424275726.0
22,22,22,5. Chi phí tài chính,24,(1.529.355.621),(1.433.862.140),,24.0,-1529355621.0,-1433862140.0
23,23,23,Trong đó: Chi phí lãi vay,,(1.010.887.348),(1.299.333.937),,,-1010887348.0,-1299333937.0
25,25,25,6. Chi phí bán hàng,25,(4.695.357),(13.969.783),,25.0,-4695357.0,-13969783.0
26,26,26,7. Chi phí quản lý doanh nghiệp,25,(88.802.931),(91.085.569),,25.0,-88802931.0,-91085569.0
30,30,30,8. Lỗ thuần từ hoạt động kinh doanh,,(465.047.319),(5.614.307),,,-465047319.0,-5614307.0
31,31,31,9. Thu nhập khác,,2.826.081,20.684.610,,,2826081.0,20684610.0
32,32,32,10. Chi phí khác,,(7.651.933),(9.850.792),,,-7651933.0,-9850792.0
40,40,40,11. (Lỗ) lợi nhuận khác,,(4.825.852),10.833.818,,,-4825852.0,10833818.0
50,50,50,12. Tổng lợi nhuận kế toán trước thuế,,(469.873.171),5.219.511,,,-469873171.0,5219511.0
51,51,51,13. Chi phí thuế TNDN hiện hành,26,(912.141),(8.142.646),,26.0,-912141.0,-8142646.0
52,52,52,14. (Chi phí) thu nhập thuế TNDN hoãn lại,26,(4.266.681),3.306.183,,26.0,-4266681.0,3306183.0
60,60,60,15. (Lỗ) lợi nhuận sau thuế TNDN,,(475.051.993),383.048,,,-475051993.0,383048.0
