row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Lãi cho vay,Lãi cho vay,Lãi cho vay,1.106.613.010,1.415.425.129,1106613010.0,1415425129.0
Thu nhập từ hoán đổi trái phiếu (*),Thu nhập từ hoán đổi trái phiếu (*),Thu nhập từ hoán đổi trái phiếu (*),14.418.900,-,14418900.0,
Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,2.750.690,6.645.899,2750690.0,6645899.0
Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,1.382.834,2.204.698,1382834.0,2204698.0
Cổ tức nhận được,Cổ tức nhận được,Cổ tức nhận được,120.000,-,120000.0,
Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,186.450,-,186450.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.125.471.884,1.424.275.726,1125471884.0,1424275726.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên liên quan,Trong đó: > Doanh thu đối với bên liên quan,Doanh thu đối với bên liên quan,1.090.559.527,1.370.108.741,1090559527.0,1370108741.0
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,34.912.357,54.166.985,34912357.0,54166985.0
