row_label_raw,row_label_full,Giá trị các căn hộ sẵn sàng để bán,Số cuối năm > 50.826.541,Ngàn VND Số đầu năm > 54.773.020,numeric__Số cuối năm > 50.826.541,numeric__Ngàn VND Số đầu năm > 54.773.020
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",24.342.082,21.056.487,24342082.0,21056487.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,20.405.728,9.417.085,20405728.0,9417085.0
Hàng hóa,Hàng hóa,Hàng hóa,10.104.115,20.854.628,10104115.0,20854628.0
Hàng đang đi đường,Hàng đang đi đường,Hàng đang đi đường,5.557.514,-,5557514.0,
Thành phẩm,Thành phẩm,Thành phẩm,2.249.330,2.907.407,2249330.0,2907407.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.526.833,151.218,1526833.0,151218.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,115.012.143,109.159.845,115012143.0,109159845.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(8.254.630),(7.980.312),-8254630.0,-7980312.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,106.757.513,101.179.533,106757513.0,101179533.0
