row_label_raw,row_label_full,(32) Công ty Cổ phần Thể thao Hoàng Anh Gia Lai > (33) Công ty Cổ phần Bệnh viện Hoàng Anh Gia Lai,"Tỉnh Gia Lai, Việt Nam",Đang hoạt động,"69,85 > 99,00","numeric__Tỉnh Gia Lai, Việt Nam",numeric__Đang hoạt động,"numeric__69,85 > 99,00"
(34) Công ty TNHH V&H Corporation (Lào),(34) Công ty TNHH V&H Corporation (Lào),(34) Công ty TNHH V&H Corporation (Lào),"Viên Chăn, Lào",Trước hoạt động,"80,00",,,80.0
(35) Công ty TNHH V&H Corporation,(35) Công ty TNHH V&H Corporation,(35) Công ty TNHH V&H Corporation,"Viên Chăn, Lào",Trước hoạt động,"100,00",,,100.0
(36) Công ty TNHH Hoàng Anh Gia Lai Vientiane,(36) Công ty TNHH Hoàng Anh Gia Lai Vientiane,(36) Công ty TNHH Hoàng Anh Gia Lai Vientiane,"Viên Chăn, Lào",Trước hoạt động,"100,00",,,100.0
(37) Công ty Cổ phần Thực phẩm Heygo,(37) Công ty Cổ phần Thực phẩm Heygo,(37) Công ty Cổ phần Thực phẩm Heygo,"TP HCM, Việt Nam",Đang hoạt động,"51,00",,,51.0
