row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty Nhà nước,Cho vay các tổ chức kinh tế > Công ty Nhà nước,Công ty Nhà nước,5.898.388,"1,63",5.866.302,"1,92",5898388.0,1.63,5866302.0,1.92
Công ty TNHH,Cho vay các tổ chức kinh tế > Công ty TNHH,Công ty TNHH,108.000.253,"29,80",83.807.007,"27,42",108000253.0,29.8,83807007.0,27.42
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chi phối),10.724.311,"2,96",9.162.590,"3,00",10724311.0,2.96,9162590.0,3.0
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,155.305.057,"42,85",136.313.173,"44,60",155305057.0,42.85,136313173.0,44.6
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,294.011,"0,08",293.831,"0,10",294011.0,0.08,293831.0,0.1
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,5.329.007,"1,47",5.007.422,"1,64",5329007.0,1.47,5007422.0,1.64
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,341.542,"0,09",364.178,"0,12",341542.0,0.09,364178.0,0.12
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,32.017,"0,01",53.209,"0,02",32017.0,0.01,53209.0,0.02
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",76.441.469,"21,09",64.669.348,"21,16",76441469.0,21.09,64669348.0,21.16
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,50.069,"0,02",100.250,"0,02",50069.0,0.02,100250.0,0.02
,,,362.416.124,"100,00",305.637.310,"100,00",362416124.0,100.0,305637310.0,100.0
