row_label_raw,row_label_full,Giấy phép Hoạt động số > Giấy Chứng nhận Đăng ký Kinh doanh số,"0041/NH-GP > 115/GP-NHNN > Giấy phép Hoạt động được Ngân hàng Nhà nước Việt Nam cấp và có giá trị trong 50 năm kể từ ngày cấp. Giấy phép Thành lập và Hoạt động số 115/GP-NHNN đã được điều chỉnh một lần theo Quyết định số 1321/QĐ-NHNN ngày 11 tháng 8 năm 2021. Thời hạn hoạt động của Ngân hàng là 99 năm kể từ ngày 13 tháng 11 năm 1993. > 1800278630 > Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần, và lần điều chỉnh gần đây nhất là lần điều chỉnh thứ 29 vào ngày 4 tháng 8 năm 2021.","ngày 13 tháng 11 năm 1993 > ngày 30 tháng 11 năm 2018 > Giấy phép Hoạt động được Ngân hàng Nhà nước Việt Nam cấp và có giá trị trong 50 năm kể từ ngày cấp. Giấy phép Thành lập và Hoạt động số 115/GP-NHNN đã được điều chỉnh một lần theo Quyết định số 1321/QĐ-NHNN ngày 11 tháng 8 năm 2021. Thời hạn hoạt động của Ngân hàng là 99 năm kể từ ngày 13 tháng 11 năm 1993. > ngày 17 tháng 6 năm 2013 > Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần, và lần điều chỉnh gần đây nhất là lần điều chỉnh thứ 29 vào ngày 4 tháng 8 năm 2021.","numeric__0041/NH-GP > 115/GP-NHNN > Giấy phép Hoạt động được Ngân hàng Nhà nước Việt Nam cấp và có giá trị trong 50 năm kể từ ngày cấp. Giấy phép Thành lập và Hoạt động số 115/GP-NHNN đã được điều chỉnh một lần theo Quyết định số 1321/QĐ-NHNN ngày 11 tháng 8 năm 2021. Thời hạn hoạt động của Ngân hàng là 99 năm kể từ ngày 13 tháng 11 năm 1993. > 1800278630 > Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần, và lần điều chỉnh gần đây nhất là lần điều chỉnh thứ 29 vào ngày 4 tháng 8 năm 2021.","numeric__ngày 13 tháng 11 năm 1993 > ngày 30 tháng 11 năm 2018 > Giấy phép Hoạt động được Ngân hàng Nhà nước Việt Nam cấp và có giá trị trong 50 năm kể từ ngày cấp. Giấy phép Thành lập và Hoạt động số 115/GP-NHNN đã được điều chỉnh một lần theo Quyết định số 1321/QĐ-NHNN ngày 11 tháng 8 năm 2021. Thời hạn hoạt động của Ngân hàng là 99 năm kể từ ngày 13 tháng 11 năm 1993. > ngày 17 tháng 6 năm 2013 > Giấy Chứng nhận Đăng ký Kinh doanh của Ngân hàng đã được điều chỉnh nhiều lần, và lần điều chỉnh gần đây nhất là lần điều chỉnh thứ 29 vào ngày 4 tháng 8 năm 2021."
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Đỗ Quang Hiền,Chủ tịch,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Võ Đức Tiến,Phó Chủ tịch,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Văn Lê,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Thái Quốc Minh,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Phạm Công Đoàn,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Nguyễn Thị Hoạt,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Trịnh Thanh Hải,Thành viên độc lập,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Phạm Hòa Bình,Trường ban,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Lê Thanh Cẩm,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Phạm Thị Bích Hồng,Thành viên,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ông Nguyễn Văn Lê,Tổng Giám đốc (*) (đến ngày 4 tháng 8 năm 2021),,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ông Lê Đăng Khoa,Phó Tổng Giám đốc,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ông Nguyễn Huy Tài,Phó Tổng Giám đốc,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Bà Ngô Thu Hà,Phó Tổng Giám đốc,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Bà Ninh Thị Lan Phương,Phó Tổng Giám đốc,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Bà Hoàng Thị Mai Thảo,Phó Tổng Giám đốc (Bổ nhiệm ngày 8 tháng 1 năm 2021),,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ông Đỗ Đức Hải,Phó Tổng Giám đốc (Bổ nhiệm ngày 8 tháng 1 năm 2021),,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ông Đỗ Quang Vinh,Phó Tổng Giám đốc (Bổ nhiệm ngày 30 tháng 10 năm 2021),,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Bà Ngô Thị Vân,Kế toán trưởng,,
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,"(*) Từ ngày 4 tháng 8 năm 2021, Ông Võ Đức Tiến, Phó Chủ tịch, được giao nhiệm vụ phụ trách điều hành Ngân hàng thay Ông Nguyễn Văn Lê.","(*) Từ ngày 4 tháng 8 năm 2021, Ông Võ Đức Tiến, Phó Chủ tịch, được giao nhiệm vụ phụ trách điều hành Ngân hàng thay Ông Nguyễn Văn Lê.",,
