row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
"Bán buôn, bán lè; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lè; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lè; sửa chữa ô tô, xe máyvà xe có động cơ khác",94.125.479,"25,97",68.944.538,"22,56",94125479.0,25.97,68944538.0,22.56
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",50.448.631,"13,92",51.075.031,"16,71",50448631.0,13.92,51075031.0,16.71
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",47.137.639,"13,01",42.392.388,"13,87",47137639.0,13.01,42392388.0,13.87
Xây dựng,Xây dựng,Xây dựng,48.641.243,"13,42",42.258.279,"13,83",48641243.0,13.42,42258279.0,13.83
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,24.469.395,"6,75",23.671.149,"7,74",24469395.0,6.75,23671149.0,7.74
"Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí",18.457.306,"5,09",16.883.004,"5,52",18457306.0,5.09,16883004.0,5.52
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình",9.715.237,"2,68",7.780.208,"2,55",9715237.0,2.68,7780208.0,2.55
Khai khoáng,Khai khoáng,Khai khoáng,1.691.415,"0,47",2.638.804,"0,86",1691415.0,0.47,2638804.0,0.86
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",12.870.968,"3,55",4.257.505,"1,39",12870968.0,3.55,4257505.0,1.39
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.778.330,"0,49",1.775.533,"0,58",1778330.0,0.49,1775533.0,0.58
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",2.573.670,"0,71",1.139.964,"0,37",2573670.0,0.71,1139964.0,0.37
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,344.957,"0,10",138.481,"0,05",344957.0,0.1,138481.0,0.05
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,707.816,"0,20",398.846,"0,13",707816.0,0.2,398846.0,0.13
"Cung cấp nước, quản lý và xử lý rác thải,nước thải","Cung cấp nước, quản lý và xử lý rác thải,nước thải","Cung cấp nước, quản lý và xử lý rác thải,nước thải",269.072,"0,07",197.529,"0,06",269072.0,0.07,197529.0,0.06
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",81.359,"0,02",92.479,"0,03",81359.0,0.02,92479.0,0.03
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",244.807,"0,07",72.447,"0,02",244807.0,0.07,72447.0,0.02
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,61.722,"0,02",67.171,"0,02",61722.0,0.02,67171.0,0.02
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,289.513,"0,08",275.261,"0,09",289513.0,0.08,275261.0,0.09
"Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội,quản lý Nhà nước, an ninh quốc phòng, bảo đảmxã hội bắt buộc",35.507,"0,01",35.173,"0,01",35507.0,0.01,35173.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,48.472.058,"13,37",41.543.520,"13,61",48472058.0,13.37,41543520.0,13.61
,,,362.416.124,"100,00",305.637.310,"100,00",362416124.0,100.0,305637310.0,100.0
