row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021(Triệu VND),Quá hạn > Trên 3 tháng,Quá hạn > Dưới3 tháng,Trong hạn > Đến 1 tháng,Trong hạn > Từ 1 đến3 tháng,Trong hạn > Từ 3 đến12 tháng,Trong hạn > Từ 1 đến5 năm,Trong hạn > Trên 5 năm,Trong hạn > Tổng cộng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Dưới3 tháng,numeric__Trong hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 đến3 tháng,numeric__Trong hạn > Từ 3 đến12 tháng,numeric__Trong hạn > Từ 1 đến5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Trong hạn > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.878.293,-,-,-,-,1.878.293,,,1878293.0,,,,,1878293.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,14.350.940,1.117,-,-,-,14.352.057,,,14350940.0,1117.0,,,,14352057.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,-,62.442.764,1.040.266,588.752,99.794,-,64.171.576,,,62442764.0,1040266.0,588752.0,99794.0,,64171576.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,3.881,-,-,-,-,3.881,,,3881.0,,,,,3881.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,(31.054),26.089,257.413,-,-,252.448,,,-31054.0,26089.0,257413.0,,,252448.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,6.112.559,2.442.423,23.058.543,42.408.521,103.346.384,78.346.752,106.700.942,362.416.124,6112559.0,2442423.0,23058543.0,42408521.0,103346384.0,78346752.0,106700942.0,362416124.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,-,1.026.692,2.853.129,2.737.134,18.533.488,25.150.443,,,,1026692.0,2853129.0,2737134.0,18533488.0,25150443.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,164.391,164.391,,,,,,,164391.0,164391.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1.677.436,98,1.117,83.393,3.216.934,4.978.978,,,1677436.0,98.0,1117.0,83393.0,3216934.0,4978978.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,187.500,-,22.295.194,4.009.985,11.687.784,65.047,2.761,38.248.271,187500.0,,22295194.0,4009985.0,11687784.0,65047.0,2761.0,38248271.0
,,,6.300.059,2.442.423,125.675.997,48.512.768,118.734.579,81.332.120,128.618.516,511.616.462,6300059.0,2442423.0,125675997.0,48512768.0,118734579.0,81332120.0,128618516.0,511616462.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,-,-,-,10.077,1.500.906,-,-,1.510.983,,,,10077.0,1500906.0,,,1510983.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,54.426.153,8.259.479,16.277.355,698.375,71.188,79.732.550,,,54426153.0,8259479.0,16277355.0,698375.0,71188.0,79732550.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,86.002.295,65.928.916,161.730.781,13.533.458,1.378,327.196.828,,,86002295.0,65928916.0,161730781.0,13533458.0,1378.0,327196828.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,72.569,49.819,813.905,3.060.007,955.870,4.952.170,,,72569.0,49819.0,813905.0,3060007.0,955870.0,4952170.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,364.173,3.184.849,10.134.934,22.043.309,10.564.849,46.292.114,,,364173.0,3184849.0,10134934.0,22043309.0,10564849.0,46292114.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,11.388.018,-,-,-,-,11.388.018,,,11388018.0,,,,,11388018.0
,,,-,-,152.253.208,77.433.140,190.457.881,39.335.149,11.593.285,471.072.663,,,152253208.0,77433140.0,190457881.0,39335149.0,11593285.0,471072663.0
Mức chênh thanh khoản thuần,Nợ phải trả > Mức chênh thanh khoản thuần,Mức chênh thanh khoản thuần,6.300.059,2.442.423,(26.577.211),(28.920.372),(71.723.302),41.996.971,117.025.231,40.543.799,6300059.0,2442423.0,-26577211.0,-28920372.0,-71723302.0,41996971.0,117025231.0,40543799.0
