row_label_raw,row_label_full,Số dư đầu năm > Dự phòng trích lập trong năm,Dự phòng rủi ro trái phiếu VAMCTriệu VND > 757.086 > 3.273.992,Dự phòng rủi ro trái phiếu giữ đến ngày đáo hạn khácTriệu VND > 3.949 > -,Tổng cộngTriệu VND > 761.035 > 3.273.992,numeric__Dự phòng rủi ro trái phiếu VAMCTriệu VND > 757.086 > 3.273.992,numeric__Dự phòng rủi ro trái phiếu giữ đến ngày đáo hạn khácTriệu VND > 3.949 > -,numeric__Tổng cộngTriệu VND > 761.035 > 3.273.992
Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,Ảnh hưởng của việc mua lại nợ đã bán cho VAMC,(4.031.078),-,(4.031.078),-4031078.0,,-4031078.0
,,,-,3.949,3.949,,3949.0,3949.0
