row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020(Triệu VND),Quá hạn > Trên 3 tháng,Quá hạn > Dưới3 tháng,Trong hạn > Đến 1 tháng,Trong hạn > Từ 1 đến3 tháng,Trong hạn > Từ 3 đến12 tháng,Trong hạn > Từ 1 đến5 năm,Trong hạn > Trên 5 năm,Trong hạn > Tổng cộng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Dưới3 tháng,numeric__Trong hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 đến3 tháng,numeric__Trong hạn > Từ 3 đến12 tháng,numeric__Trong hạn > Từ 1 đến5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Trong hạn > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.619.927,-,-,-,-,1.619.927,,,1619927.0,,,,,1619927.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,14.806.140,-,-,-,-,14.806.140,,,14806140.0,,,,,14806140.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,-,29.797.688,1.452.150,-,676,-,31.250.514,,,29797688.0,1452150.0,,676.0,,31250514.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,3.889,-,-,-,-,3.889,,,3889.0,,,,,3889.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,11.197,85.494,37.181,-,-,133.872,,,11197.0,85494.0,37181.0,,,133872.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,5.598.785,6.695.243,16.014.685,38.406.477,72.535.680,86.650.662,79.735.778,305.637.310,5598785.0,6695243.0,16014685.0,38406477.0,72535680.0,86650662.0,79735778.0,305637310.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,817.000,-,61.454,301.846,6.886.789,6.703.887,14.747.623,29.518.599,817000.0,,61454.0,301846.0,6886789.0,6703887.0,14747623.0,29518599.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,-,-,-,-,-,165.891,165.891,,,,,,,165891.0,165891.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1.609.069,9,6.761,71.114,3.179.110,4.866.063,,,1609069.0,9.0,6761.0,71114.0,3179110.0,4866063.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,187.500,-,16.434.762,5.762.442,6.938.161,49.121,5.526,29.377.512,187500.0,,16434762.0,5762442.0,6938161.0,49121.0,5526.0,29377512.0
,,,6.603.285,6.695.243,80.358.811,46.008.418,86.404.572,93.475.460,97.833.928,417.379.717,6603285.0,6695243.0,80358811.0,46008418.0,86404572.0,93475460.0,97833928.0,417379717.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủvà Ngân hàng Nhà nước,Nợ phải trả > Các khoản nợ Chính phủvà Ngân hàng Nhà nước,Các khoản nợ Chính phủvà Ngân hàng Nhà nước,-,-,-,77.008,532.704,-,-,609.712,,,,77008.0,532704.0,,,609712.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,21.651.933,7.908.904,7.937.931,1.313.027,150.595,38.962.390,,,21651933.0,7908904.0,7937931.0,1313027.0,150595.0,38962390.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,77.538.326,56.581.589,124.789.892,44.670.250,1.672,303.581.729,,,77538326.0,56581589.0,124789892.0,44670250.0,1672.0,303581729.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,6.800,47.626,633.974,2.285.591,538.976,3.512.967,,,6800.0,47626.0,633974.0,2285591.0,538976.0,3512967.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,979.709,2.073.117,7.057.337,9.096.548,11.827.368,31.034.079,,,979709.0,2073117.0,7057337.0,9096548.0,11827368.0,31034079.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,10.942.496,-,-,-,-,10.942.496,,,10942496.0,,,,,10942496.0
,,,-,-,111.119.264,66.688.244,140.951.838,57.365.416,12.518.611,388.643.373,,,111119264.0,66688244.0,140951838.0,57365416.0,12518611.0,388643373.0
Mức chênh thanh khoản thuần,Nợ phải trả > Mức chênh thanh khoản thuần,Mức chênh thanh khoản thuần,6.603.285,6.695.243,(30.760.453),(20.679.826),(54.547.266),36.110.044,85.315.317,28.736.344,6603285.0,6695243.0,-30760453.0,-20679826.0,-54547266.0,36110044.0,85315317.0,28736344.0
