row_label_raw,row_label_full,col_0,Dự phòngrủi ro các tài sảnCó khácTriệu VND,numeric__Dự phòngrủi ro các tài sảnCó khácTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,347.189,347189.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(781),-781.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(90.825),-90825.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,255.583,255583.0
