row_label_raw,row_label_full,col_0,Theo Giấy chứng nhận đăng ký doanh nghiệp,Theo Giấy chứng nhận đăng ký doanh nghiệp_1,Vốn đã góp,Vốn đã góp_1,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp_1,numeric__Vốn đã góp,numeric__Vốn đã góp_1
,,,Theo Giấy chứng nhận đăng ký doanh nghiệp,Theo Giấy chứng nhận đăng ký doanh nghiệp,Số cuối năm,Số đầu năm,,,,
,,,VND,%,VND,VND,,,,
Tập đoàn Dầu khí,Tập đoàn Dầu khí,Tập đoàn Dầu khí,4.000.230.570.000,"75,56%",4.000.230.570.000,4.000.230.570.000,4000230570000.0,0.7556,4000230570000.0,4000230570000.0
Việt NamCác cổ đông khác,Việt NamCác cổ đông khác,Việt NamCác cổ đông khác,1.293.769.430.000,"24,44%",1.293.769.430.000,1.293.769.430.000,1293769430000.0,0.2444,1293769430000.0,1293769430000.0
,,,5.294.000.000.000,100%,5.294.000.000.000,5.294.000.000.000,5294000000000.0,1.0,5294000000000.0,5294000000000.0
