row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,Số cuối nămVND > 529.648.500.747 > 134.899.678.561 > 2.162.543.532,Số đầu nămVND > 1.141.752.639.882 > 511.131.857.735 > 117.340.637.506,numeric__Số cuối nămVND > 529.648.500.747 > 134.899.678.561 > 2.162.543.532,numeric__Số đầu nămVND > 1.141.752.639.882 > 511.131.857.735 > 117.340.637.506
,,,666.710.722.840,1.770.225.135.123,666710722840.0,1770225135123.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ thuệtài chính ngắn hạn),529.648.500.747,1.141.752.639.882,529648500747.0,1141752639882.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,137.062.222.093,628.472.495.241,137062222093.0,628472495241.0
