row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số Thuyết minh,Mã số Thuyết minh_1,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số Thuyết minh,numeric__Mã số Thuyết minh_1,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,3.978.192.126.939,4.250.036.958.838,,100.0,,3978192126939.0,4250036958838.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,509.995.350.873,471.173.323.541,,110.0,4.0,509995350873.0,471173323541.0
1.,1.,1.,Tiền,111,,289.995.350.873,371.173.323.541,,111.0,,289995350873.0,371173323541.0
2.,2.,2.,Các khoản tương đương tiền,112,,220.000.000.000,100.000.000.000,,112.0,,220000000000.0,100000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,2.302.000.000.000,2.002.000.000.000,,120.0,5.0,2302000000000.0,2002000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,2.302.000.000.000,2.002.000.000.000,,123.0,,2302000000000.0,2002000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,217.396.300.223,401.909.734.436,,130.0,,217396300223.0,401909734436.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,44.753.555.075,2.926.400.156,,131.0,6.0,44753555075.0,2926400156.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,15.505.616.232,55.315.027.567,,132.0,7.0,15505616232.0,55315027567.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,157.278.122.406,343.752.902.807,,136.0,8.0,157278122406.0,343752902807.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(140.993.490),(84.596.094),,137.0,,-140993490.0,-84596094.0
IV.,IV.,IV.,Hàng tồn kho,140,9,834.134.886.038,1.301.123.071.541,,140.0,9.0,834134886038.0,1301123071541.0
1.,1.,1.,Hàng tồn kho,141,,834.430.472.995,1.309.837.336.541,,141.0,,834430472995.0,1309837336541.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(295.586.957),(8.714.265.000),,149.0,,-295586957.0,-8714265000.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,114.665.589.805,73.830.829.320,,150.0,,114665589805.0,73830829320.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,39.702.860.677,48.533.063.400,,151.0,10.0,39702860677.0,48533063400.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,74.460.526.799,24.728.755.816,,152.0,,74460526799.0,24728755816.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,502.202.329,569.010.104,,153.0,16.0,502202329.0,569010104.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.739.288.564.672,5.922.557.793.908,,200.0,,4739288564672.0,5922557793908.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,3.000.000,3.000.000,,210.0,,3000000.0,3000000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,3.000.000,3.000.000,,216.0,8.0,3000000.0,3000000.0
II.,II.,II.,Tài sản cố định,220,,3.955.428.596.723,5.187.636.244.618,,220.0,,3955428596723.0,5187636244618.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,3.899.631.024.527,5.134.487.567.257,,221.0,11.0,3899631024527.0,5134487567257.0
,,,- Nguyên giá,222,,14.272.460.795.228,14.202.687.600.971,,222.0,,14272460795228.0,14202687600971.0
,,,- Giá trị hao mòn lũy kế,223,,(10.372.829.770.701),(9.068.200.033.714),,223.0,,-10372829770701.0,-9068200033714.0
2.,2.,2.,Tài sản cố định vô hình,227,12,55.797.572.196,53.148.677.361,,227.0,12.0,55797572196.0,53148677361.0
,,,- Nguyên giá,228,,146.711.262.372,129.455.664.501,,228.0,,146711262372.0,129455664501.0
,,,- Giá trị hao mòn lũy kế,229,,(90.913.690.176),(76.306.987.140),,229.0,,-90913690176.0,-76306987140.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,760.955.297.273,698.506.086.885,,240.0,,760955297273.0,698506086885.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,760.955.297.273,698.506.086.885,,242.0,13.0,760955297273.0,698506086885.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,22.901.670.676,36.412.462.405,,260.0,,22901670676.0,36412462405.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,17.258.713.922,29.243.644.973,,261.0,10.0,17258713922.0,29243644973.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,5.642.956.754,7.168.817.432,,262.0,,5642956754.0,7168817432.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,8.717.480.691.611,10.172.594.752.746,,270.0,,8717480691611.0,10172594752746.0
