row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số Thuyết minh,Mã số Thuyết minh_1,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số Thuyết minh,numeric__Mã số Thuyết minh_1,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.391.033.021.663,4.066.267.502.667,,300.0,,2391033021663.0,4066267502667.0
I.,I.,I.,Nợ ngắn hạn,310,,2.050.151.784.755,3.299.997.853.380,,310.0,,2050151784755.0,3299997853380.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,709.126.800.176,879.301.635.352,,311.0,14.0,709126800176.0,879301635352.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,118.183.078.862,45.098.300.796,,312.0,15.0,118183078862.0,45098300796.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,31.066.794.231,22.412.352.214,,313.0,16.0,31066794231.0,22412352214.0
4.,4.,4.,Phải trả người lao động,314,,98.041.055.868,94.836.998.483,,314.0,,98041055868.0,94836998483.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,126.023.426.538,794.187.740.905,,315.0,17.0,126023426538.0,794187740905.0
6.,6.,6.,Phải trả ngắn hạn khác,319,18,127.381.799.366,203.311.278.174,,319.0,18.0,127381799366.0,203311278174.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,685.406.563.747,1.156.371.698.429,,320.0,19.0,685406563747.0,1156371698429.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,,-,119.397.600,,321.0,,,119397600.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,154.922.265.967,104.358.451.427,,322.0,,154922265967.0,104358451427.0
II.,II.,II.,Nợ dài hạn,330,,340.881.236.908,766.269.649.287,,330.0,,340881236908.0,766269649287.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,20,137.062.222.093,628.472.495.241,,338.0,20.0,137062222093.0,628472495241.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,21,203.819.014.815,137.797.154.046,,343.0,21.0,203819014815.0,137797154046.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.326.447.669.948,6.106.327.250.079,,400.0,,6326447669948.0,6106327250079.0
I.,I.,I.,Vốn chủ sở hữu,410,22,6.326.447.669.948,6.106.327.250.079,,410.0,22.0,6326447669948.0,6106327250079.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Vốn khác của chủ sở hữu,414,,3.665.420.000,3.665.420.000,,414.0,,3665420000.0,3665420000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,418.967.418.595,352.538.306.337,,418.0,,418967418595.0,352538306337.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,583.467.405.249,428.845.630.394,,421.0,,583467405249.0,428845630394.0
,,,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,,110.778.820.045,146.209.745.040,,,,110778820045.0,146209745040.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,472.688.585.204,282.635.885.354,,,,472688585204.0,282635885354.0
5.,5.,5.,Lợi ích của cổ đông không kiểm soát,429,,26.347.426.104,27.277.893.348,,429.0,,26347426104.0,27277893348.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),,,,2.746,,,,,2746.0
Huỳnh Thị Ngọc Hà Người lập biểu,Huỳnh Thị Ngọc Hà Người lập biểu,Huỳnh Thị Ngọc Hà Người lập biểu,Huỳnh Thị Ngọc Hà Người lập biểu,Đinn Như Cương Kế toán trưởng,Đinn Như Cương Kế toán trưởng,Lê Ngọc Minh Trí Phó Tổng Giám đốc,Lê Ngọc Minh Trí Phó Tổng Giám đốc,,,,,
