row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.853.058,2.079.511,1853058.0,2079511.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.613.685,1.843.999,1613685.0,1843999.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,127.802,117.931,127802.0,117931.0
Chi trợ cấp và chi khác,Chi trợ cấp và chi khác,Chi trợ cấp và chi khác,111.571,117.581,111571.0,117581.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,225.736,174.841,225736.0,174841.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.690.176,1.696.795,1690176.0,1696795.0
Chi phí quản lý chung,Chi phí quản lý chung,Chi phí quản lý chung,466.764,423.420,466764.0,423420.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,382.904,323.484,382904.0,323484.0
"Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",315.911,361.692,315911.0,361692.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",218.892,189.245,218892.0,189245.0
Chi phí sửa chữa và nâng cấp tài sản,Chi phí sửa chữa và nâng cấp tài sản,Chi phí sửa chữa và nâng cấp tài sản,171.244,181.025,171244.0,181025.0
Chi khác về tài sản,Chi khác về tài sản,Chi khác về tài sản,33.414,42.782,33414.0,42782.0
Chi phí vật liệu giấy tờ in,Chi phí vật liệu giấy tờ in,Chi phí vật liệu giấy tờ in,33.257,37.005,33257.0,37005.0
Công tác phí,Công tác phí,Công tác phí,26.798,24.201,26798.0,24201.0
Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,4.069,2.653,4069.0,2653.0
"Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",17.453,91.754,17453.0,91754.0
Chi phí khác,Chi phí khác,Chi phí khác,19.470,19.534,19470.0,19534.0
,,,3.768.970,3.951.147,3768970.0,3951147.0
