row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,numeric__Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025,numeric__Giá trị ghi sổ kế toán ròng(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2025
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.460.250,-,(14.300),1460250.0,,-14300.0
Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,15.482.113,36.081,-,15482113.0,36081.0,
,,,16.942.363,36.081,(14.300),16942363.0,36081.0,-14300.0
Số thuần,Số thuần,Số thuần,,21.781,,,21781.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024,,,
Giao dịch hoán đối tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024 > Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,4.118.782,-,(6.768),4118782.0,,-6768.0
,,,4.118.782,-,(6.768),4118782.0,,-6768.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2024 > Số thuần,Số thuần,,,(6.768),,,-6768.0
