row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
"Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác",63.848.634,71.636.507,63848634.0,71636507.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,33.186.221,19.982.380,33186221.0,19982380.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,20.724.976,23.416.639,20724976.0,23416639.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",17.033.857,2.147.909,17033857.0,2147909.0
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình",16.865.473,12.243.761,16865473.0,12243761.0
Xây dựng,Xây dựng,Xây dựng,12.035.529,12.418.316,12035529.0,12418316.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",9.950.308,2.687.391,9950308.0,2687391.0
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",8.721.840,9.138.305,8721840.0,9138305.0
"Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí",6.806.444,7.758.888,6806444.0,7758888.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",3.676.317,3.560.168,3676317.0,3560168.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,1.345.197,963.352,1345197.0,963352.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,1.115.510,137.800,1115510.0,137800.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",962.848,877.937,962848.0,877937.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,709.952,317.026,709952.0,317026.0
Khai khoáng,Khai khoáng,Khai khoáng,268.008,251.707,268008.0,251707.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,188.488,150.859,188488.0,150859.0
"Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải",105.118,24.518,105118.0,24518.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,26.654,1.710,26654.0,1710.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,36.219,22.824,36219.0,22824.0
,,,197.607.593,167.737.997,197607593.0,167737997.0
