row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ (a),Chứng khoán Nợ > Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),16.716.665,2.857.573,16716665.0,2857573.0
Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Chứng khoán Nợ > Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),14.386.407,7.290.000,14386407.0,7290000.0
,,,31.103.072,10.147.573,31103072.0,10147573.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán Vốn do các TCTD khác trong nướcphát hành,Chứng khoán Vốn > Chứng khoán Vốn do các TCTD khác trong nướcphát hành,Chứng khoán Vốn do các TCTD khác trong nướcphát hành,103.369,103.369,103369.0,103369.0
Chứng khoán Vốn do các TCKT trong nướcphát hành,Chứng khoán Vốn > Chứng khoán Vốn do các TCKT trong nướcphát hành,Chứng khoán Vốn do các TCKT trong nướcphát hành,24.396,38.935,24396.0,38935.0
,,,127.765,142.304,127765.0,142304.0
,,,31.230.837,10.289.877,31230837.0,10289877.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,,
Dự phòng giảm giá,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng giảm giá,Dự phòng giảm giá,(400),(14.794),-400.0,-14794.0
,,,(400),(14.794),-400.0,-14794.0
,,,31.230.437,10.275.083,31230437.0,10275083.0
