row_label_raw,row_label_full,Ngày 1 tháng 1Chứng khoán đầu tư sẵn sàng để bán > Trích lập/(hoàn nhập) trong nămChứng khoán đầu tư sẵn sàng để bán,Năm nayTriệu đồng > 14.794 > 144,Năm trướcTriệu đồng > 18.845 > (4.051),numeric__Năm nayTriệu đồng > 14.794 > 144,numeric__Năm trướcTriệu đồng > 18.845 > (4.051)
Sử dụng dự phòngChứng khoán đầu tư sẵn sàng để bán,Sử dụng dự phòngChứng khoán đầu tư sẵn sàng để bán,Sử dụng dự phòngChứng khoán đầu tư sẵn sàng để bán,(14.538),-,-14538.0,
Ngày 31 tháng 12Chứng khoán đầu tư sẵn sàng để bán,Ngày 31 tháng 12Chứng khoán đầu tư sẵn sàng để bán,Ngày 31 tháng 12Chứng khoán đầu tư sẵn sàng để bán,400,14.794,400.0,14794.0
,,,400,14.794,400.0,14794.0
