row_label_raw,row_label_full,Vốn,col_1,17.156.963,13.725.604,numeric__col_1,numeric__17.156.963,numeric__13.725.604
Vốn điều lệ,Vốn điều lệ,Vốn điều lệ,,17.156.865,13.725.506,,17156865.0,13725506.0
Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,,10,10,,10.0,10.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,63,63,,63.0,63.0
Vốn khác,Vốn khác,Vốn khác,,25,25,,25.0,25.0
Các quỹ dự trữ,Các quỹ dự trữ,Các quỹ dự trữ,,2.549.681,2.145.882,,2549681.0,2145882.0
Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,3.695.613,3.388.537,,3695613.0,3388537.0
TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,22,23.402.257,19.260.023,22.0,23402257.0,19260023.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,418.681.282,245.592.950,,418681282.0,245592950.0
