row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,155.203.142,36.809.783,155203142.0,36809783.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,29.727.506,29.410.543,29727506.0,29410543.0
- Cho vay khách hàng là tổ chức,Cho vay khách hàng > - Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,167.880.087,138.327.454,167880087.0,138327454.0
Hoạt động mua nợ,Cho vay khách hàng > Hoạt động mua nợ,Hoạt động mua nợ,655.482,-,655482.0,
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán Nợ - sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán Nợ - sẵn sàng để bán,- Chứng khoán Nợ - sẵn sàng để bán,14.386.407,7.290.000,14386407.0,7290000.0
- Chứng khoán Nợ - giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán Nợ - giữ đến ngày đáo hạn,- Chứng khoán Nợ - giữ đến ngày đáo hạn,300.000,1.900.000,300000.0,1900000.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,8.193.629,3.740.429,8193629.0,3740429.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,10.122.473,7.328.665,10122473.0,7328665.0
Các cam kết trong nghiệp vụ thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong nghiệp vụ thư tín dụng,Các cam kết trong nghiệp vụ thư tín dụng,211.585,549.881,211585.0,549881.0
