row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,167.880.087,"84,96",138.327.454,"82,47",167880087.0,84.96,138327454.0,82.47
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,112.088.047,"56,72",80.371.152,"47,92",112088047.0,56.72,80371152.0,47.92
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,54.807.023,"27,74",57.818.921,"34,47",54807023.0,27.74,57818921.0,34.47
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,409.766,"0,21",101.236,"0,06",409766.0,0.21,101236.0,0.06
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,32,"0,00",32,"0,00",32.0,0.0,32.0,0.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,565.861,"0,29",27,"0,00",565861.0,0.29,27.0,0.0
Khác,Khác,Khác,9.358,"0,00",36.086,"0,02",9358.0,0.0,36086.0,0.02
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,29.727.506,"15,04",29.410.543,"17,53",29727506.0,15.04,29410543.0,17.53
,,,197.607.593,100,167.737.997,100,197607593.0,100.0,167737997.0,100.0
