row_label_raw,row_label_full,col_0,col_1,Note,2025VND,2024VND,numeric__col_1,numeric__Note,numeric__2025VND,numeric__2024VND
XI,XI,XI,Profit before tax(brought forward from the previous page),,"5,022,435,152,265","4,006,295,939,181",,,,
7,7,7,Corporate income tax expense – current,,"(1,021,508,812,227)","(832,872,712,413)",,,,
8,8,8,Corporate income tax benefit – deferred,,"9,154,773,987",-,,,,
XII,8 > XII,XII,Corporate income tax expense,32,"(1,012,354,038,240)","(832,872,712,413)",,32.0,,
XIII,XIII,XIII,Profit after tax,,"4,010,081,114,025","3,173,423,226,768",,,,
,,,,,,(restated),,,,
XV,XIII > XV,XV,Earnings per share (VND/share),33,"1,494","1,180",,33.0,1.494,1.18
