row_label_raw,row_label_full,col_0,Contractual amount – gross VND,31/12/2024 Margin deposits VND,Contractual amount – net VND,numeric__Contractual amount – gross VND,numeric__31/12/2024 Margin deposits VND,numeric__Contractual amount – net VND
Loan guarantees,Loan guarantees,Loan guarantees,"97,792,000,000","8,546,731,158","89,245,268,842",,,
Foreign exchange commitments,Foreign exchange commitments,Foreign exchange commitments,"138,719,544,097,903",-,"138,719,544,097,903",,,
In which:,In which:,In which:,In which:,In which:,In which:,,,
• Commitments on purchase of foreign currencies,• Commitments on purchase of foreign currencies,• Commitments on purchase of foreign currencies,"662,365,672,412",-,"662,365,672,412",,,
• Commitments on sales of foreign currencies,• Commitments on sales of foreign currencies,• Commitments on sales of foreign currencies,"663,446,975,491",-,"663,446,975,491",,,
• Commitments on currency swap transactions,• Commitments on currency swap transactions,• Commitments on currency swap transactions,"137,393,731,450,000",-,"137,393,731,450,000",,,
Letters of credit,Letters of credit,Letters of credit,"674,721,445,313","5,387,221,401","669,334,223,912",,,
Other guarantees,Other guarantees,Other guarantees,"6,543,873,719,523","382,710,699,264","6,161,163,020,259",,,
Other commitments,Other commitments,Other commitments,"2,498,925,000,000",-,"2,498,925,000,000",,,
