row_label_raw,row_label_full,Thu nhập khác nhận được,196.007.091.051,169.307.998.744,numeric__196.007.091.051,numeric__169.307.998.744
Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,460.127.452.031,818.531.294.940,460127452031.0,818531294940.0
Giảm khác về công nợ hoạt động,Giảm khác về công nợ hoạt động,Giảm khác về công nợ hoạt động,(2.149.528.487.028),(2.507.932.329.937),-2149528487028.0,-2507932329937.0
