row_label_raw,row_label_full,col_0,31/12/2025% per annum,31/12/2024% per annum,numeric__31/12/2025% per annum,numeric__31/12/2024% per annum
Valuable papers issued,Valuable papers issued,Valuable papers issued,Valuable papers issued,Valuable papers issued,,
■ Certificates of deposit,■ Certificates of deposit,■ Certificates of deposit,4.75 - 7.50,4.75 - 6.40,,
■ Definitive bonds,■ Definitive bonds,■ Definitive bonds,5.10 - 6.90,4.90 - 7.00,,
